GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,400,"23","   Construction","Number of jobs",39848,37806,38797 E,41279 E,45324,49276,48570,45270,38497,34963,33132,32272,32972,33038,33339,34814,36748
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",31833 E,29354 E,27931 E,27108 E,27391 E,28611 E,28314 E,26371,22617 E,21350 E,21881 E,22051 E,22096,21185,21414,20909 E,20766 E
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",16803 E,16790 E,16032 E,16866 E,17188 E,17594 E,17279 E,(D),16471,16789,16068,16040,15943,17054 E,17111 E,16064 E,15803 E
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",65620,66332,66980,68107,69200,69198,70597,70064,66726,64611,64665,64797,65424,66068,66415,65887,64555
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",12932 E,12934 E,12953 E,(D),13135 E,13391 E,14222 E,13644 E,12294,11788 E,11890 E,12158 E,12403 E,12639,13442,13849,13857 E
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,900,"51","   Information","Number of jobs",(D),(D),12187 E,12874 E,12763,13895,14233 E,(D),(D),12884 E,12237 E,12318,11985,11757,11865,12306 E,11756
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",22362,21651,21727,21759 E,21722 E,22187 E,23105,23683,24601,23554 E,24130,23874,23568,23498,23452,24337,25179 E
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",19436,19879,21089,22794 E,24872 E,26617 E,28225,27470,26144,25902 E,25875,25074,25058,25415,25582 E,26127,26554 E
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",46308 E,46471 E,48417 E,50930 E,51289 E,58088 E,64727 E,63676 E,62817 E,61159 E,60950 E,59755 E,59580,60075,61166,61990,64004
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",4978 E,4605 E,4215 E,3870 E,4786 E,4667 E,4330 E,4019 E,3846 E,3804 E,3896 E,3835 E,3940,4010,4239,4560,4655 E
