"","fips","county","pctblack","hbcus","hbcuzip","pov"
"247",NA,NA,NA,"Meharry Medical College",37208,FALSE
"248",NA,NA,NA,"Morehouse School of Medicine",30310,FALSE
"249",NA,NA,NA,"Paul Quinn College",75241,FALSE
"250",NA,NA,NA,"Shelton State Community College",35405,FALSE
"251",NA,NA,NA,"Shorter College",30165,FALSE
"252",NA,NA,NA,"Simmons College - Kentucky*",40203,FALSE
"253",NA,NA,NA,"Southern University Law Center",NA,FALSE
"254",NA,NA,NA,"Southwestern Christian College",75160,FALSE
"255",NA,NA,NA,"St. Philip's Collge",78211,FALSE
"256",NA,NA,NA,"Virginia University of Lynchburg",24501,FALSE
"257",NA,NA,NA,"",NA,FALSE
"258",NA,NA,NA,"",NA,FALSE
"259",NA,NA,NA,"",NA,FALSE
