County ID,State / County Name,All Ages in Poverty Count,Median Household Income in Dollars
16037,Custer County (ID),475,"$24,392 "
16039,Elmore County (ID),"2,790","$24,468 "
16041,Franklin County (ID),"1,120","$25,670 "
16043,Fremont County (ID),"1,662","$23,590 "
16045,Gem County (ID),"2,214","$20,444 "
16047,Gooding County (ID),"2,053","$20,826 "
16049,Idaho County (ID),"2,020","$23,527 "
16051,Jefferson County (ID),"2,756","$24,196 "
16053,Jerome County (ID),"2,196","$23,995 "
16055,Kootenai County (ID),"9,126","$24,411 "
16057,Latah County (ID),"3,549","$24,500 "
16059,Lemhi County (ID),"1,230","$20,249 "
16061,Lewis County (ID),423,"$25,343 "
16063,Lincoln County (ID),665,"$21,034 "
16065,Madison County (ID),"3,688","$26,555 "
16067,Minidoka County (ID),"3,154","$23,025 "
16069,Nez Perce County (ID),"4,002","$25,881 "
16071,Oneida County (ID),414,"$23,313 "
16073,Owyhee County (ID),"2,225","$18,982 "
16075,Payette County (ID),"3,544","$20,617 "
16077,Power County (ID),"1,100","$27,427 "
16079,Shoshone County (ID),"2,216","$21,785 "
16081,Teton County (ID),456,"$20,737 "
16083,Twin Falls County (ID),"7,166","$24,949 "
16085,Valley County (ID),662,"$25,428 "
16087,Washington County (ID),"2,001","$17,954 "
17000,Illinois,"1,348,440","$31,846 "
17001,Adams County (IL),"7,687","$24,554 "
17003,Alexander County (IL),"3,084","$15,402 "
17005,Bond County (IL),"1,688","$23,577 "
17007,Boone County (IL),"1,870","$33,059 "
17009,Brown County (IL),701,"$20,460 "
17011,Bureau County (IL),"2,946","$25,609 "
17013,Calhoun County (IL),599,"$21,620 "
17015,Carroll County (IL),"1,619","$25,645 "
17017,Cass County (IL),"1,361","$24,616 "
17019,Champaign County (IL),"16,911","$27,986 "
17021,Christian County (IL),"3,433","$25,019 "
17023,Clark County (IL),"1,759","$22,065 "
17025,Clay County (IL),"1,897","$21,061 "
17027,Clinton County (IL),"2,437","$30,096 "
17029,Coles County (IL),"5,644","$26,312 "
17031,Cook County (IL),"808,122","$29,711 "
17033,Crawford County (IL),"1,886","$24,580 "
17035,Cumberland County (IL),"1,137","$24,576 "
17037,DeKalb County (IL),"4,754","$31,607 "
17039,De Witt County (IL),"1,397","$26,833 "
17041,Douglas County (IL),"1,674","$26,896 "
17043,Du Page County (IL),"18,288","$49,421 "
17045,Edgar County (IL),"2,500","$22,370 "
17047,Edwards County (IL),750,"$23,473 "
17049,Effingham County (IL),"2,450","$28,504 "
17051,Fayette County (IL),"2,844","$21,064 "
17053,Ford County (IL),"1,099","$25,801 "
17055,Franklin County (IL),"6,380","$20,384 "
17057,Fulton County (IL),"4,957","$21,906 "
17059,Gallatin County (IL),"1,181","$20,634 "
17061,Greene County (IL),"2,447","$20,190 "
17063,Grundy County (IL),"1,425","$35,158 "
17065,Hamilton County (IL),"1,299","$20,131 "
17067,Hancock County (IL),"2,192","$23,272 "
17069,Hardin County (IL),"1,050","$17,139 "
17071,Henderson County (IL),911,"$22,599 "
17073,Henry County (IL),"4,521","$26,949 "
17075,Iroquois County (IL),"2,797","$24,201 "
17077,Jackson County (IL),"11,263","$20,799 "
17079,Jasper County (IL),"1,122","$22,913 "
17081,Jefferson County (IL),"5,029","$24,674 "
17083,Jersey County (IL),"1,946","$26,638 "
17085,Jo Daviess County (IL),"1,453","$27,579 "
17087,Johnson County (IL),"1,606","$21,283 "
17089,Kane County (IL),"22,260","$38,314 "
17091,Kankakee County (IL),"12,691","$26,541 "
17093,Kendall County (IL),"1,103","$42,220 "
17095,Knox County (IL),"6,209","$25,077 "
17097,Lake County (IL),"27,275","$43,882 "
17099,La Salle County (IL),"8,577","$26,787 "
17101,Lawrence County (IL),"2,231","$21,513 "
17103,Lee County (IL),"2,614","$27,847 "
17105,Livingston County (IL),"2,950","$29,243 "
17107,Logan County (IL),"2,591","$27,834 "
17109,McDonough County (IL),"4,526","$23,669 "
17111,McHenry County (IL),"5,808","$42,882 "
17113,McLean County (IL),"9,790","$32,186 "
17115,Macon County (IL),"13,322","$29,219 "
17117,Macoupin County (IL),"4,984","$24,773 "
17119,Madison County (IL),"24,872","$28,737 "
17121,Marion County (IL),"5,424","$24,070 "
17123,Marshall County (IL),964,"$26,590 "
17125,Mason County (IL),"1,915","$24,425 "
17127,Massac County (IL),"2,311","$20,947 "
17129,Menard County (IL),850,"$29,525 "
17131,Mercer County (IL),"1,602","$26,107 "
17133,Monroe County (IL),874,"$33,940 "
17135,Montgomery County (IL),"3,541","$23,799 "
17137,Morgan County (IL),"3,573","$26,153 "
17139,Moultrie County (IL),"1,103","$26,561 "
17141,Ogle County (IL),"2,902","$31,085 "
17143,Peoria County (IL),"21,017","$29,201 "
17145,Perry County (IL),"2,290","$24,214 "
17147,Piatt County (IL),980,"$30,614 "
17149,Pike County (IL),"2,593","$19,695 "
17151,Pope County (IL),768,"$20,368 "
17153,Pulaski County (IL),"2,080","$16,005 "
17155,Putnam County (IL),315,"$31,750 "
17157,Randolph County (IL),"2,915","$28,435 "
17159,Richland County (IL),"1,922","$22,201 "
17161,Rock Island County (IL),"16,109","$28,458 "
17163,St. Clair County (IL),"46,385","$25,890 "
17165,Saline County (IL),"4,352","$20,942 "
17167,Sangamon County (IL),"16,169","$30,386 "
17169,Schuyler County (IL),917,"$21,584 "
17171,Scott County (IL),630,"$23,393 "
17173,Shelby County (IL),"2,013","$25,104 "
17175,Stark County (IL),549,"$25,274 "
17177,Stephenson County (IL),"3,665","$28,763 "
17179,Tazewell County (IL),"9,228","$29,617 "
17181,Union County (IL),"2,484","$22,164 "
17183,Vermilion County (IL),"11,456","$24,548 "
17185,Wabash County (IL),"1,388","$24,562 "
17187,Warren County (IL),"2,236","$22,685 "
17189,Washington County (IL),"1,174","$26,338 "
17191,Wayne County (IL),"2,235","$21,469 "
17193,White County (IL),"2,134","$22,513 "
17195,Whiteside County (IL),"5,013","$26,714 "
17197,Will County (IL),"24,525","$38,701 "
17199,Williamson County (IL),"7,349","$23,361 "
17201,Winnebago County (IL),"22,765","$30,760 "
17203,Woodford County (IL),"1,805","$32,790 "
18000,Indiana,"560,095","$27,769 "
18001,Adams County (IN),"2,950","$28,556 "
18003,Allen County (IN),"24,588","$30,900 "
18005,Bartholomew County (IN),"5,178","$30,963 "
18007,Benton County (IN),835,"$25,789 "
18009,Blackford County (IN),"1,348","$24,721 "
18011,Boone County (IN),"1,971","$34,625 "
18013,Brown County (IN),"1,280","$28,156 "
18015,Carroll County (IN),"1,399","$27,497 "
18017,Cass County (IN),"3,758","$25,634 "
18019,Clark County (IN),"8,392","$26,735 "
18021,Clay County (IN),"2,677","$24,301 "
18023,Clinton County (IN),"2,956","$25,825 "
18025,Crawford County (IN),"1,708","$19,291 "
18027,Daviess County (IN),"4,066","$21,798 "
18029,Dearborn County (IN),"3,034","$30,264 "
18031,Decatur County (IN),"2,212","$27,717 "
18033,De Kalb County (IN),"1,668","$30,104 "
18035,Delaware County (IN),"16,286","$26,118 "
18037,Dubois County (IN),"1,711","$32,828 "
18039,Elkhart County (IN),"11,139","$30,029 "
18041,Fayette County (IN),"3,077","$26,135 "
18043,Floyd County (IN),"5,896","$28,734 "
18045,Fountain County (IN),"1,554","$24,841 "
18047,Franklin County (IN),"2,182","$27,031 "
18049,Fulton County (IN),"1,576","$25,197 "
18051,Gibson County (IN),"2,748","$27,219 "
18053,Grant County (IN),"9,040","$26,504 "
18055,Greene County (IN),"3,505","$23,564 "
18057,Hamilton County (IN),"3,588","$46,673 "
18059,Hancock County (IN),"2,193","$36,844 "
18061,Harrison County (IN),"3,076","$26,380 "
18063,Hendricks County (IN),"2,574","$39,217 "
18065,Henry County (IN),"5,194","$25,019 "
18067,Howard County (IN),"7,505","$31,998 "
18069,Huntington County (IN),"2,076","$28,300 "
18071,Jackson County (IN),"3,562","$25,175 "
18073,Jasper County (IN),"1,873","$29,305 "
18075,Jay County (IN),"2,446","$23,210 "
18077,Jefferson County (IN),"3,752","$24,440 "
18079,Jennings County (IN),"2,897","$24,420 "
18081,Johnson County (IN),"5,180","$34,401 "
18083,Knox County (IN),"5,757","$22,571 "
18085,Kosciusko County (IN),"4,173","$31,442 "
18087,Lagrange County (IN),"2,939","$27,209 "
18089,Lake County (IN),"66,988","$28,185 "
18091,La Porte County (IN),"10,431","$28,531 "
18093,Lawrence County (IN),"4,066","$25,195 "
18095,Madison County (IN),"14,083","$27,166 "
18097,Marion County (IN),"104,536","$27,725 "
18099,Marshall County (IN),"2,902","$27,821 "
18101,Martin County (IN),"1,115","$24,622 "
18103,Miami County (IN),"3,639","$24,644 "
18105,Monroe County (IN),"12,487","$25,664 "
18107,Montgomery County (IN),"2,521","$28,870 "
18109,Morgan County (IN),"4,316","$31,466 "
18111,Newton County (IN),"1,101","$27,436 "
18113,Noble County (IN),"2,279","$28,931 "
18115,Ohio County (IN),500,"$24,849 "
18117,Orange County (IN),"2,519","$21,114 "
18119,Owen County (IN),"1,979","$24,529 "
18121,Parke County (IN),"1,900","$23,522 "
18123,Perry County (IN),"1,976","$24,335 "
18125,Pike County (IN),"1,344","$24,107 "
18127,Porter County (IN),"6,581","$36,735 "
18129,Posey County (IN),"2,050","$32,380 "
18131,Pulaski County (IN),"1,196","$25,312 "
18133,Putnam County (IN),"2,659","$26,919 "
18135,Randolph County (IN),"3,095","$24,642 "
18137,Ripley County (IN),"2,206","$27,355 "
18139,Rush County (IN),"1,914","$24,211 "
18141,St. Joseph County (IN),"24,089","$28,523 "
18143,Scott County (IN),"3,059","$22,170 "
18145,Shelby County (IN),"3,090","$29,026 "
18147,Spencer County (IN),"1,657","$27,609 "
18149,Starke County (IN),"3,294","$20,976 "
18151,Steuben County (IN),"1,901","$28,708 "
18153,Sullivan County (IN),"2,381","$22,699 "
18155,Switzerland County (IN),"1,241","$19,254 "
18157,Tippecanoe County (IN),"11,609","$28,320 "
18159,Tipton County (IN),"1,089","$30,414 "
18161,Union County (IN),801,"$24,502 "
18163,Vanderburgh County (IN),"19,272","$26,112 "
18165,Vermillion County (IN),"1,833","$23,507 "
18167,Vigo County (IN),"13,906","$23,522 "
18169,Wabash County (IN),"2,553","$26,831 "
18171,Warren County (IN),831,"$25,960 "
18173,Warrick County (IN),"2,814","$34,698 "
18175,Washington County (IN),"3,198","$22,650 "
18177,Wayne County (IN),"9,597","$24,380 "
18179,Wells County (IN),"1,333","$30,617 "
18181,White County (IN),"1,434","$26,946 "
18183,Whitley County (IN),"1,215","$30,783 "
19000,Iowa,"283,815","$26,169 "
19001,Adair County (IA),"1,069","$22,910 "
19003,Adams County (IA),765,"$20,301 "
19005,Allamakee County (IA),"1,619","$21,719 "
19007,Appanoose County (IA),"2,647","$18,867 "
19009,Audubon County (IA),914,"$21,951 "
19011,Benton County (IA),"2,256","$26,660 "
19013,Black Hawk County (IA),"15,038","$26,980 "
19015,Boone County (IA),"2,110","$26,922 "
19017,Bremer County (IA),"1,734","$28,482 "
19019,Buchanan County (IA),"2,688","$25,349 "
19021,Buena Vista County (IA),"1,619","$26,791 "
19023,Butler County (IA),"1,547","$23,522 "
19025,Calhoun County (IA),"1,209","$23,154 "
19027,Carroll County (IA),"2,042","$24,995 "
19029,Cass County (IA),"1,671","$23,753 "
19031,Cedar County (IA),"1,547","$27,670 "
19033,Cerro Gordo County (IA),"4,326","$25,649 "
19035,Cherokee County (IA),"1,358","$25,817 "
19037,Chickasaw County (IA),"1,386","$24,455 "
19039,Clarke County (IA),"1,123","$21,097 "
19041,Clay County (IA),"1,668","$26,109 "
19043,Clayton County (IA),"2,341","$22,326 "
19045,Clinton County (IA),"5,289","$25,909 "
19047,Crawford County (IA),"1,997","$24,463 "
19049,Dallas County (IA),"2,102","$30,177 "
19051,Davis County (IA),"1,523","$20,601 "
19053,Decatur County (IA),"1,634","$18,820 "
19055,Delaware County (IA),"2,356","$26,311 "
19057,Des Moines County (IA),"4,188","$26,813 "
19059,Dickinson County (IA),"1,316","$26,190 "
19061,Dubuque County (IA),"8,161","$28,392 "
19063,Emmet County (IA),"1,404","$23,658 "
19065,Fayette County (IA),"2,837","$22,821 "
19067,Floyd County (IA),"1,908","$23,780 "
19069,Franklin County (IA),"1,262","$25,043 "
19071,Fremont County (IA),"1,108","$22,021 "
19073,Greene County (IA),"1,142","$22,676 "
19075,Grundy County (IA),860,"$27,057 "
19077,Guthrie County (IA),"1,327","$22,760 "
19079,Hamilton County (IA),"1,461","$26,535 "
19081,Hancock County (IA),"1,151","$25,356 "
19083,Hardin County (IA),"1,947","$24,036 "
19085,Harrison County (IA),"2,078","$22,205 "
19087,Henry County (IA),"1,635","$26,169 "
19089,Howard County (IA),"1,253","$20,854 "
19091,Humboldt County (IA),845,"$26,606 "
19093,Ida County (IA),791,"$24,871 "
19095,Iowa County (IA),985,"$27,343 "
19097,Jackson County (IA),"2,709","$23,918 "
19099,Jasper County (IA),"2,668","$28,891 "
19101,Jefferson County (IA),"2,110","$23,627 "
19103,Johnson County (IA),"8,512","$29,338 "
19105,Jones County (IA),"2,114","$25,229 "
19107,Keokuk County (IA),"1,485","$22,585 "
19109,Kossuth County (IA),"2,014","$25,578 "
19111,Lee County (IA),"4,235","$25,618 "
19113,Linn County (IA),"11,921","$31,974 "
19115,Louisa County (IA),"1,326","$26,577 "
19117,Lucas County (IA),"1,255","$21,586 "
19119,Lyon County (IA),"1,194","$25,096 "
19121,Madison County (IA),"1,197","$26,222 "
19123,Mahaska County (IA),"2,649","$24,264 "
19125,Marion County (IA),"2,349","$29,412 "
19127,Marshall County (IA),"3,420","$28,140 "
19129,Mills County (IA),"1,176","$29,538 "
19131,Mitchell County (IA),"1,110","$25,851 "
19133,Monona County (IA),"1,650","$20,625 "
19135,Monroe County (IA),"1,282","$21,021 "
19137,Montgomery County (IA),"1,164","$23,708 "
19139,Muscatine County (IA),"4,031","$29,390 "
19141,O'Brien County (IA),"1,219","$26,087 "
19143,Osceola County (IA),651,"$24,506 "
19145,Page County (IA),"1,955","$24,154 "
19147,Palo Alto County (IA),"1,264","$23,313 "
19149,Plymouth County (IA),"2,187","$27,166 "
19151,Pocahontas County (IA),992,"$24,531 "
19153,Polk County (IA),"29,814","$31,061 "
19155,Pottawattamie County (IA),"9,713","$25,057 "
19157,Poweshiek County (IA),"1,656","$27,196 "
19159,Ringgold County (IA),"1,056","$17,903 "
19161,Sac County (IA),"1,397","$21,765 "
19163,Scott County (IA),"16,140","$29,780 "
19165,Shelby County (IA),"1,416","$24,629 "
19167,Sioux County (IA),"2,438","$27,616 "
19169,Story County (IA),"6,249","$29,560 "
19171,Tama County (IA),"1,739","$24,590 "
19173,Taylor County (IA),"1,207","$17,882 "
19175,Union County (IA),"1,713","$22,265 "
19177,Van Buren County (IA),"1,199","$19,377 "
19179,Wapello County (IA),"5,043","$22,423 "
19181,Warren County (IA),"2,377","$32,635 "
19183,Washington County (IA),"2,021","$24,842 "
19185,Wayne County (IA),"1,276","$18,081 "
19187,Webster County (IA),"4,799","$24,140 "
19189,Winnebago County (IA),867,"$25,940 "
19191,Winneshiek County (IA),"2,203","$26,003 "
19193,Woodbury County (IA),"12,333","$24,409 "
19195,Worth County (IA),742,"$24,387 "
19197,Wright County (IA),"1,343","$24,704 "
20000,Kansas,"262,486","$26,924 "
20001,Allen County (KS),"2,150","$22,063 "
20003,Anderson County (KS),"1,036","$20,702 "
20005,Atchison County (KS),"2,119","$24,800 "
20007,Barber County (KS),557,"$22,771 "
20009,Barton County (KS),"3,489","$24,786 "
20011,Bourbon County (KS),"2,417","$21,094 "
20013,Brown County (KS),"1,899","$20,729 "
20015,Butler County (KS),"3,953","$30,988 "
20017,Chase County (KS),410,"$21,376 "
20019,Chautauqua County (KS),965,"$17,600 "
20021,Cherokee County (KS),"3,990","$19,992 "
20023,Cheyenne County (KS),355,"$23,129 "
20025,Clark County (KS),205,"$26,378 "
20027,Clay County (KS),"1,113","$22,096 "
20029,Cloud County (KS),"1,242","$20,734 "
20031,Coffey County (KS),891,"$24,627 "
20033,Comanche County (KS),214,"$24,064 "
20035,Cowley County (KS),"4,238","$26,233 "
20037,Crawford County (KS),"5,916","$20,497 "
20039,Decatur County (KS),452,"$19,955 "
20041,Dickinson County (KS),"2,201","$22,508 "
20043,Doniphan County (KS),"1,293","$22,346 "
20045,Douglas County (KS),"9,488","$26,402 "
20047,Edwards County (KS),450,"$23,460 "
20049,Elk County (KS),588,"$17,344 "
20051,Ellis County (KS),"2,732","$24,946 "
20053,Ellsworth County (KS),691,"$21,574 "
20055,Finney County (KS),"3,690","$28,641 "
20057,Ford County (KS),"3,468","$25,336 "
20059,Franklin County (KS),"2,522","$23,923 "
20061,Geary County (KS),"4,108","$19,757 "
20063,Gove County (KS),261,"$24,110 "
20065,Graham County (KS),475,"$22,133 "
20067,Grant County (KS),761,"$29,653 "
20069,Gray County (KS),438,"$26,745 "
20071,Greeley County (KS),178,"$28,811 "
20073,Greenwood County (KS),"1,114","$20,217 "
20075,Hamilton County (KS),228,"$25,952 "
20077,Harper County (KS),925,"$22,454 "
20079,Harvey County (KS),"2,535","$28,210 "
20081,Haskell County (KS),327,"$55,277 "
20083,Hodgeman County (KS),226,"$24,595 "
20085,Jackson County (KS),"1,244","$26,348 "
20087,Jefferson County (KS),"1,231","$29,244 "
20089,Jewell County (KS),590,"$20,230 "
20091,Johnson County (KS),"12,389","$41,815 "
20093,Kearny County (KS),425,"$33,612 "
20095,Kingman County (KS),912,"$24,583 "
20097,Kiowa County (KS),377,"$24,504 "
20099,Labette County (KS),"3,341","$22,865 "
20101,Lane County (KS),204,"$27,616 "
20103,Leavenworth County (KS),"5,473","$31,461 "
20105,Lincoln County (KS),447,"$18,910 "
20107,Linn County (KS),"1,296","$20,424 "
20109,Logan County (KS),311,"$24,048 "
20111,Lyon County (KS),"3,953","$26,499 "
20113,McPherson County (KS),"1,917","$27,023 "
20115,Marion County (KS),"1,315","$22,135 "
20117,Marshall County (KS),"1,477","$21,793 "
20119,Meade County (KS),372,"$24,133 "
20121,Miami County (KS),"1,889","$28,616 "
20123,Mitchell County (KS),797,"$21,412 "
20125,Montgomery County (KS),"5,892","$22,049 "
20127,Morris County (KS),844,"$21,644 "
20129,Morton County (KS),348,"$27,773 "
20131,Nemaha County (KS),"1,164","$22,898 "
20133,Neosho County (KS),"2,251","$22,684 "
20135,Ness County (KS),308,"$23,630 "
20137,Norton County (KS),658,"$21,711 "
20139,Osage County (KS),"1,498","$25,691 "
20141,Osborne County (KS),610,"$20,005 "
20143,Ottawa County (KS),668,"$21,903 "
20145,Pawnee County (KS),737,"$25,924 "
20147,Phillips County (KS),589,"$22,458 "
20149,Pottawatomie County (KS),"1,592","$25,983 "
20151,Pratt County (KS),906,"$25,115 "
20153,Rawlins County (KS),374,"$21,188 "
20155,Reno County (KS),"7,299","$25,808 "
20157,Republic County (KS),755,"$19,901 "
20159,Rice County (KS),"1,282","$23,497 "
20161,Riley County (KS),"8,602","$25,190 "
20163,Rooks County (KS),680,"$21,161 "
20165,Rush County (KS),444,"$18,785 "
20167,Russell County (KS),914,"$21,556 "
20169,Saline County (KS),"4,569","$27,260 "
20171,Scott County (KS),489,"$30,145 "
20173,Sedgwick County (KS),"45,067","$30,495 "
20175,Seward County (KS),"2,596","$24,717 "
20177,Shawnee County (KS),"15,943","$28,641 "
20179,Sheridan County (KS),357,"$22,329 "
20181,Sherman County (KS),"1,020","$22,270 "
20183,Smith County (KS),628,"$19,878 "
20185,Stafford County (KS),659,"$20,914 "
20187,Stanton County (KS),294,"$29,485 "
20189,Stevens County (KS),414,"$29,077 "
20191,Sumner County (KS),"2,491","$28,038 "
20193,Thomas County (KS),942,"$25,492 "
20195,Trego County (KS),370,"$21,615 "
20197,Wabaunsee County (KS),551,"$26,084 "
20199,Wallace County (KS),221,"$23,515 "
20201,Washington County (KS),979,"$19,060 "
20203,Wichita County (KS),277,"$27,809 "
20205,Wilson County (KS),"1,725","$20,497 "
20207,Woodson County (KS),594,"$19,204 "
20209,Wyandotte County (KS),"27,616","$23,327 "
21000,Kentucky,"627,037","$23,392 "
21001,Adair County (KY),"3,815","$15,308 "
21003,Allen County (KY),"2,679","$19,167 "
21005,Anderson County (KY),"1,183","$28,477 "
21007,Ballard County (KY),"1,157","$21,293 "
21009,Barren County (KY),"5,977","$20,904 "
21011,Bath County (KY),"2,516","$16,234 "
21013,Bell County (KY),"10,948","$15,516 "
21015,Boone County (KY),"3,423","$33,730 "
21017,Bourbon County (KY),"2,978","$22,180 "
21019,Boyd County (KY),"6,896","$26,035 "
21021,Boyle County (KY),"3,539","$24,138 "
21023,Bracken County (KY),"1,263","$20,030 "
21025,Breathitt County (KY),"6,300","$14,819 "
21027,Breckinridge County (KY),"3,585","$18,440 "
21029,Bullitt County (KY),"5,048","$28,570 "
21031,Butler County (KY),"2,358","$17,271 "
21033,Caldwell County (KY),"1,894","$19,863 "
21035,Calloway County (KY),"3,922","$21,768 "
21037,Campbell County (KY),"8,574","$27,354 "
21039,Carlisle County (KY),769,"$20,433 "
21041,Carroll County (KY),"1,843","$19,872 "
21043,Carter County (KY),"6,612","$17,459 "
21045,Casey County (KY),"4,234","$14,048 "
21047,Christian County (KY),"10,571","$19,137 "
21049,Clark County (KY),"4,226","$25,652 "
21051,Clay County (KY),"9,513","$14,009 "
21053,Clinton County (KY),"3,549","$10,542 "
21055,Crittenden County (KY),"1,579","$20,202 "
21057,Cumberland County (KY),"2,014","$12,236 "
21059,Daviess County (KY),"11,056","$25,230 "
21061,Edmonson County (KY),"2,527","$16,787 "
21063,Elliott County (KY),"2,293","$14,699 "
21065,Estill County (KY),"4,166","$16,433 "
21067,Fayette County (KY),"26,518","$27,373 "
21069,Fleming County (KY),"2,766","$17,037 "
21071,Floyd County (KY),"12,616","$17,743 "
21073,Franklin County (KY),"4,049","$27,085 "
21075,Fulton County (KY),"2,135","$16,804 "
21077,Gallatin County (KY),866,"$21,352 "
21079,Garrard County (KY),"1,950","$20,246 "
21081,Grant County (KY),"1,878","$23,696 "
21083,Graves County (KY),"4,560","$22,122 "
21085,Grayson County (KY),"4,304","$17,471 "
21087,Green County (KY),"2,055","$17,478 "
21089,Greenup County (KY),"4,925","$25,279 "
21091,Hancock County (KY),984,"$27,376 "
21093,Hardin County (KY),"9,784","$23,427 "
21095,Harlan County (KY),"11,083","$17,504 "
21097,Harrison County (KY),"2,423","$22,449 "
21099,Hart County (KY),"4,186","$15,472 "
21101,Henderson County (KY),"5,374","$25,106 "
21103,Henry County (KY),"2,072","$21,365 "
21105,Hickman County (KY),894,"$20,446 "
21107,Hopkins County (KY),"6,939","$23,375 "
21109,Jackson County (KY),"4,623","$12,203 "
21111,Jefferson County (KY),"83,501","$27,486 "
21113,Jessamine County (KY),"3,572","$26,654 "
21115,Johnson County (KY),"6,282","$18,577 "
21117,Kenton County (KY),"14,428","$29,171 "
21119,Knott County (KY),"6,324","$17,481 "
21121,Knox County (KY),"11,822","$15,017 "
21123,Larue County (KY),"1,855","$20,958 "
21125,Laurel County (KY),"10,384","$20,117 "
21127,Lawrence County (KY),"4,418","$16,485 "
21129,Lee County (KY),"2,791","$13,209 "
21131,Leslie County (KY),"4,665","$17,625 "
21133,Letcher County (KY),"7,769","$18,904 "
21135,Lewis County (KY),"3,820","$15,367 "
21137,Lincoln County (KY),"5,069","$16,767 "
21139,Livingston County (KY),"1,214","$21,486 "
21141,Logan County (KY),"3,670","$20,660 "
21143,Lyon County (KY),883,"$20,781 "
21145,McCracken County (KY),"8,685","$23,265 "
21147,McCreary County (KY),"7,193","$11,121 "
21149,McLean County (KY),"1,352","$21,071 "
21151,Madison County (KY),"9,813","$22,400 "
21153,Magoffin County (KY),"5,116","$15,651 "
21155,Marion County (KY),"3,477","$19,518 "
21157,Marshall County (KY),"2,908","$24,100 "
21159,Martin County (KY),"3,697","$20,526 "
21161,Mason County (KY),"3,048","$21,003 "
21163,Meade County (KY),"4,193","$24,303 "
21165,Menifee County (KY),"1,461","$14,602 "
21167,Mercer County (KY),"2,510","$23,400 "
21169,Metcalfe County (KY),"2,336","$14,015 "
21171,Monroe County (KY),"2,700","$15,457 "
21173,Montgomery County (KY),"3,574","$21,276 "
21175,Morgan County (KY),"4,365","$14,113 "
21177,Muhlenberg County (KY),"5,700","$19,844 "
21179,Nelson County (KY),"4,049","$24,369 "
21181,Nicholas County (KY),"1,231","$19,889 "
21183,Ohio County (KY),"4,047","$19,436 "
21185,Oldham County (KY),"1,732","$43,744 "
21187,Owen County (KY),"2,077","$20,486 "
21189,Owsley County (KY),"2,778","$9,782 "
21191,Pendleton County (KY),"1,726","$22,566 "
21193,Perry County (KY),"8,505","$18,438 "
21195,Pike County (KY),"17,208","$20,256 "
21197,Powell County (KY),"2,845","$17,791 "
21199,Pulaski County (KY),"10,371","$18,289 "
21201,Robertson County (KY),461,"$18,099 "
21203,Rockcastle County (KY),"4,477","$15,301 "
21205,Rowan County (KY),"4,419","$18,450 "
21207,Russell County (KY),"3,458","$16,136 "
21209,Scott County (KY),"3,005","$27,379 "
21211,Shelby County (KY),"2,979","$27,263 "
21213,Simpson County (KY),"2,057","$23,698 "
21215,Spencer County (KY),629,"$25,633 "
21217,Taylor County (KY),"3,088","$22,495 "
21219,Todd County (KY),"1,962","$18,932 "
21221,Trigg County (KY),"1,502","$19,439 "
21223,Trimble County (KY),890,"$22,335 "
21225,Union County (KY),"2,383","$24,356 "
21227,Warren County (KY),"11,199","$25,062 "
21229,Washington County (KY),"1,898","$20,061 "
21231,Wayne County (KY),"6,150","$13,657 "
21233,Webster County (KY),"2,023","$22,634 "
21235,Whitley County (KY),"9,253","$16,660 "
21237,Wolfe County (KY),"2,477","$12,713 "
21239,Woodford County (KY),"1,571","$33,266 "
22000,Louisiana,"933,647","$22,857 "
22001,Acadia Parish (LA),"15,610","$19,068 "
22003,Allen Parish (LA),"6,061","$17,458 "
22005,Ascension Parish (LA),"9,128","$28,403 "
22007,Assumption Parish (LA),"5,594","$20,258 "
22009,Avoyelles Parish (LA),"14,255","$15,109 "
22011,Beauregard Parish (LA),"5,097","$23,099 "
22013,Bienville Parish (LA),"4,217","$16,532 "
22015,Bossier Parish (LA),"11,483","$26,640 "
22017,Caddo Parish (LA),"57,997","$23,002 "
22019,Calcasieu Parish (LA),"27,628","$24,814 "
22021,Caldwell Parish (LA),"2,370","$17,217 "
22023,Cameron Parish (LA),"1,402","$25,468 "
22025,Catahoula Parish (LA),"3,549","$15,425 "
22027,Claiborne Parish (LA),"4,697","$17,883 "
22029,Concordia Parish (LA),"6,844","$16,396 "
22031,De Soto Parish (LA),"6,817","$17,897 "
22033,East Baton Rouge Parish (LA),"62,644","$28,185 "
22035,East Carroll Parish (LA),"5,719","$11,578 "
22037,East Feliciana Parish (LA),"4,412","$19,945 "
22039,Evangeline Parish (LA),"10,833","$16,311 "
22041,Franklin Parish (LA),"8,126","$14,594 "
22043,Grant Parish (LA),"4,041","$18,782 "
22045,Iberia Parish (LA),"14,249","$22,511 "
22047,Iberville Parish (LA),"7,716","$19,660 "
22049,Jackson Parish (LA),"3,236","$19,792 "
22051,Jefferson Parish (LA),"64,456","$28,086 "
22053,Jefferson Davis Parish (LA),"7,691","$19,227 "
22055,Lafayette Parish (LA),"27,716","$25,400 "
22057,Lafourche Parish (LA),"14,967","$22,720 "
22059,La Salle Parish (LA),"2,569","$20,256 "
22061,Lincoln Parish (LA),"8,711","$22,188 "
22063,Livingston Parish (LA),"10,126","$25,772 "
22065,Madison Parish (LA),"6,056","$11,913 "
22067,Morehouse Parish (LA),"10,546","$15,746 "
22069,Natchitoches Parish (LA),"11,394","$16,924 "
22071,Orleans Parish (LA),"174,069","$18,667 "
22073,Ouachita Parish (LA),"32,947","$21,070 "
22075,Plaquemines Parish (LA),"4,453","$24,334 "
