County ID,State / County Name,All Ages in Poverty Count,Median Household Income in Dollars
31141,Platte County (NE),"2,455","$28,903 "
31143,Polk County (NE),516,"$24,301 "
31145,Red Willow County (NE),"1,359","$23,577 "
31147,Richardson County (NE),"1,507","$18,994 "
31149,Rock County (NE),277,"$20,978 "
31151,Saline County (NE),"1,030","$25,804 "
31153,Sarpy County (NE),"4,809","$35,475 "
31155,Saunders County (NE),"1,639","$26,656 "
31157,Scotts Bluff County (NE),"5,990","$22,114 "
31159,Seward County (NE),"1,178","$29,334 "
31161,Sheridan County (NE),"1,197","$22,118 "
31163,Sherman County (NE),566,"$20,454 "
31165,Sioux County (NE),289,"$19,503 "
31167,Stanton County (NE),830,"$26,377 "
31169,Thayer County (NE),760,"$23,558 "
31171,Thomas County (NE),112,"$21,814 "
31173,Thurston County (NE),"2,119","$18,623 "
31175,Valley County (NE),716,"$21,542 "
31177,Washington County (NE),"1,068","$31,626 "
31179,Wayne County (NE),"1,268","$24,017 "
31181,Webster County (NE),588,"$20,718 "
31183,Wheeler County (NE),130,"$24,314 "
31185,York County (NE),"1,260","$27,803 "
32000,Nevada,"119,456","$31,797 "
32001,Churchill County (NV),"1,547","$26,846 "
32003,Clark County (NV),"82,863","$28,249 "
32005,Douglas County (NV),"1,233","$33,902 "
32007,Elko County (NV),"1,917","$35,001 "
32009,Esmeralda County (NV),131,"$28,824 "
32011,Eureka County (NV),129,"$29,916 "
32013,Humboldt County (NV),"1,330","$31,601 "
32015,Lander County (NV),390,"$44,142 "
32017,Lincoln County (NV),428,"$28,492 "
32019,Lyon County (NV),"1,859","$26,383 "
32021,Mineral County (NV),588,"$28,509 "
32023,Nye County (NV),"1,407","$32,126 "
32027,Pershing County (NV),462,"$30,323 "
32029,Storey County (NV),141,"$29,070 "
32031,Washoe County (NV),"21,445","$30,472 "
32033,White Pine County (NV),747,"$31,065 "
32510,Carson City (NV),"2,839","$29,610 "
33000,New Hampshire,"72,812","$32,972 "
33001,Belknap County (NH),"3,327","$30,432 "
33003,Carroll County (NH),"3,116","$27,472 "
33005,Cheshire County (NH),"4,728","$31,473 "
33007,Coos County (NH),"3,501","$25,473 "
33009,Grafton County (NH),"5,596","$30,507 "
33011,Hillsborough County (NH),"22,220","$39,572 "
33013,Merrimack County (NH),"7,266","$34,346 "
33015,Rockingham County (NH),"11,693","$40,455 "
33017,Strafford County (NH),"7,620","$32,299 "
33019,Sullivan County (NH),"3,744","$28,678 "
34000,New Jersey,"615,386","$38,123 "
34001,Atlantic County (NJ),"21,231","$30,751 "
34003,Bergen County (NJ),"32,012","$46,039 "
34005,Burlington County (NJ),"16,995","$40,513 "
34007,Camden County (NJ),"55,761","$34,271 "
34009,Cape May County (NJ),"8,133","$26,310 "
34011,Cumberland County (NJ),"18,507","$27,272 "
34013,Essex County (NJ),"138,314","$30,321 "
34015,Gloucester County (NJ),"14,186","$35,801 "
34017,Hudson County (NJ),"83,121","$26,656 "
34019,Hunterdon County (NJ),"2,582","$51,597 "
34021,Mercer County (NJ),"25,297","$37,160 "
34023,Middlesex County (NJ),"30,511","$41,896 "
34025,Monmouth County (NJ),"27,702","$41,450 "
34027,Morris County (NJ),"9,595","$54,934 "
34029,Ocean County (NJ),"27,769","$29,162 "
34031,Passaic County (NJ),"48,764","$31,259 "
34033,Salem County (NJ),"6,233","$31,887 "
34035,Somerset County (NJ),"6,415","$52,385 "
34037,Sussex County (NJ),"4,032","$45,760 "
34039,Union County (NJ),"33,389","$39,766 "
34041,Warren County (NJ),"4,836","$37,075 "
35000,New Mexico,"286,150","$23,570 "
35001,Bernalillo County (NM),"74,818","$26,324 "
35003,Catron County (NM),500,"$17,211 "
35005,Chaves County (NM),"12,245","$20,541 "
35006,Cibola County (NM),NA,NA
35007,Colfax County (NM),"2,395","$18,612 "
35009,Curry County (NM),"7,336","$20,834 "
35011,DeBaca County (NM),488,"$14,112 "
35013,Dona Ana County (NM),"34,498","$19,462 "
35015,Eddy County (NM),"8,010","$23,311 "
35017,Grant County (NM),"4,892","$21,292 "
35019,Guadalupe County (NM),"1,401","$13,228 "
35021,Harding County (NM),147,"$17,352 "
35023,Hidalgo County (NM),"1,154","$20,516 "
35025,Lea County (NM),"10,412","$23,825 "
35027,Lincoln County (NM),"2,178","$19,684 "
35028,Los Alamos County (NM),281,"$59,041 "
35029,Luna County (NM),"5,563","$13,591 "
35031,McKinley County (NM),"21,927","$15,879 "
35033,Mora County (NM),"1,569","$11,570 "
35035,Otero County (NM),"7,559","$22,574 "
35037,Quay County (NM),"2,251","$18,948 "
35039,Rio Arriba County (NM),"8,747","$17,306 "
35041,Roosevelt County (NM),"4,776","$16,568 "
35043,Sandoval County (NM),"9,002","$25,755 "
35045,San Juan County (NM),"18,580","$22,735 "
35047,San Miguel County (NM),"8,014","$14,886 "
35049,Santa Fe County (NM),"11,308","$26,603 "
35051,Sierra County (NM),"2,228","$12,885 "
35053,Socorro County (NM),"4,222","$17,613 "
35055,Taos County (NM),"6,580","$15,810 "
35057,Torrance County (NM),"2,419","$17,078 "
35059,Union County (NM),789,"$19,293 "
35061,Valencia County (NM),"9,861","$22,121 "
36000,New York,"2,181,807","$31,229 "
36001,Albany County (NY),"22,949","$32,283 "
36003,Allegany County (NY),"7,321","$23,625 "
36005,Bronx County (NY),"321,251","$19,881 "
36007,Broome County (NY),"15,329","$29,139 "
36009,Cattaraugus County (NY),"10,454","$24,119 "
36011,Cayuga County (NY),"8,352","$26,625 "
36013,Chautauqua County (NY),"17,820","$24,065 "
36015,Chemung County (NY),"9,445","$26,487 "
36017,Chenango County (NY),"5,329","$24,948 "
36019,Clinton County (NY),"8,785","$26,027 "
36021,Columbia County (NY),"5,237","$27,246 "
36023,Cortland County (NY),"5,168","$26,157 "
36025,Delaware County (NY),"5,301","$23,038 "
36027,Dutchess County (NY),"12,647","$40,134 "
36029,Erie County (NY),"115,018","$26,226 "
36031,Essex County (NY),"4,234","$23,970 "
36033,Franklin County (NY),"6,606","$21,456 "
36035,Fulton County (NY),"5,925","$23,265 "
36037,Genesee County (NY),"3,957","$29,534 "
36039,Greene County (NY),"4,176","$25,287 "
36041,Hamilton County (NY),448,"$23,121 "
36043,Herkimer County (NY),"6,990","$24,070 "
36045,Jefferson County (NY),"11,427","$24,250 "
36047,Kings County (NY),"522,836","$21,968 "
36049,Lewis County (NY),"2,986","$26,142 "
36051,Livingston County (NY),"4,520","$30,744 "
36053,Madison County (NY),"6,093","$29,252 "
36055,Monroe County (NY),"50,433","$34,491 "
36057,Montgomery County (NY),"4,969","$24,066 "
36059,Nassau County (NY),"44,511","$48,820 "
36061,New York County (NY),"293,299","$27,667 "
36063,Niagara County (NY),"18,425","$27,050 "
36065,Oneida County (NY),"27,384","$26,415 "
36067,Onondaga County (NY),"38,571","$31,761 "
36069,Ontario County (NY),"6,605","$32,026 "
36071,Orange County (NY),"24,444","$35,818 "
36073,Orleans County (NY),"3,889","$27,423 "
36075,Oswego County (NY),"11,715","$29,242 "
36077,Otsego County (NY),"6,248","$24,032 "
36079,Putnam County (NY),"2,149","$48,978 "
36081,Queens County (NY),"224,631","$30,900 "
36083,Rensselaer County (NY),"12,724","$29,881 "
36085,Richmond County (NY),"24,391","$41,331 "
36087,Rockland County (NY),"14,874","$46,458 "
36089,St. Lawrence County (NY),"16,162","$24,095 "
36091,Saratoga County (NY),"8,859","$35,392 "
36093,Schenectady County (NY),"10,149","$30,200 "
36095,Schoharie County (NY),"3,304","$23,996 "
36097,Schuyler County (NY),"1,671","$24,702 "
36099,Seneca County (NY),"2,348","$27,810 "
36101,Steuben County (NY),"11,133","$27,042 "
36103,Suffolk County (NY),"63,521","$43,339 "
36105,Sullivan County (NY),"7,716","$24,598 "
36107,Tioga County (NY),"3,835","$30,365 "
36109,Tompkins County (NY),"8,518","$28,235 "
36111,Ulster County (NY),"12,849","$30,706 "
36113,Warren County (NY),"4,670","$28,304 "
36115,Washington County (NY),"4,764","$26,354 "
36117,Wayne County (NY),"6,400","$32,491 "
36119,Westchester County (NY),"50,293","$42,303 "
36121,Wyoming County (NY),"3,145","$27,993 "
36123,Yates County (NY),"2,601","$23,651 "
37000,North Carolina,"836,793","$26,247 "
37001,Alamance County (NC),"9,662","$26,574 "
37003,Alexander County (NC),"2,236","$27,270 "
37005,Alleghany County (NC),"1,433","$18,763 "
37007,Anson County (NC),"4,002","$20,032 "
37009,Ashe County (NC),"3,827","$18,923 "
37011,Avery County (NC),"2,442","$19,688 "
37013,Beaufort County (NC),"7,164","$20,365 "
37015,Bertie County (NC),"5,444","$15,849 "
37017,Bladen County (NC),"7,116","$18,140 "
37019,Brunswick County (NC),"8,189","$21,491 "
37021,Buncombe County (NC),"21,415","$25,003 "
37023,Burke County (NC),"7,471","$24,559 "
37025,Cabarrus County (NC),"8,061","$27,946 "
37027,Caldwell County (NC),"6,936","$24,343 "
37029,Camden County (NC),748,"$23,764 "
37031,Carteret County (NC),"6,612","$23,610 "
37033,Caswell County (NC),"3,084","$22,159 "
37035,Catawba County (NC),"8,504","$28,408 "
37037,Chatham County (NC),"3,621","$26,855 "
37039,Cherokee County (NC),"3,624","$18,066 "
37041,Chowan County (NC),"2,520","$20,044 "
37043,Clay County (NC),"1,162","$18,430 "
37045,Cleveland County (NC),"9,208","$24,799 "
37047,Columbus County (NC),"11,361","$18,538 "
37049,Craven County (NC),"10,893","$23,427 "
37051,Cumberland County (NC),"39,928","$23,108 "
37053,Currituck County (NC),"1,344","$25,700 "
37055,Dare County (NC),"1,541","$26,041 "
37057,Davidson County (NC),"11,680","$26,119 "
37059,Davie County (NC),"2,139","$29,696 "
37061,Duplin County (NC),"8,117","$19,312 "
37063,Durham County (NC),"20,904","$29,184 "
37065,Edgecombe County (NC),"11,295","$20,412 "
37067,Forsyth County (NC),"27,743","$30,659 "
37069,Franklin County (NC),"5,811","$21,506 "
37071,Gaston County (NC),"18,076","$27,259 "
37073,Gates County (NC),"1,320","$22,637 "
37075,Graham County (NC),"1,508","$16,219 "
37077,Granville County (NC),"4,484","$22,879 "
37079,Greene County (NC),"2,628","$22,841 "
37081,Guilford County (NC),"36,393","$28,612 "
37083,Halifax County (NC),"14,871","$17,345 "
37085,Harnett County (NC),"12,659","$21,796 "
37087,Haywood County (NC),"6,130","$23,000 "
37089,Henderson County (NC),"7,322","$25,621 "
37091,Hertford County (NC),"5,312","$18,450 "
37093,Hoke County (NC),"5,079","$20,290 "
37095,Hyde County (NC),"1,433","$16,736 "
37097,Iredell County (NC),"8,281","$26,740 "
37099,Jackson County (NC),"4,164","$22,061 "
37101,Johnston County (NC),"11,897","$23,110 "
37103,Jones County (NC),"1,798","$19,499 "
37105,Lee County (NC),"4,739","$24,782 "
37107,Lenoir County (NC),"11,420","$20,605 "
37109,Lincoln County (NC),"3,894","$28,540 "
37111,McDowell County (NC),"3,344","$22,778 "
37113,Macon County (NC),"3,089","$19,570 "
37115,Madison County (NC),"3,255","$18,768 "
37117,Martin County (NC),"3,312","$22,235 "
37119,Mecklenburg County (NC),"47,602","$32,248 "
37121,Mitchell County (NC),"1,945","$21,290 "
37123,Montgomery County (NC),"3,582","$21,294 "
37125,Moore County (NC),"5,595","$26,458 "
37127,Nash County (NC),"13,360","$23,968 "
37129,New Hanover County (NC),"16,731","$26,677 "
37131,Northampton County (NC),"5,312","$16,862 "
37133,Onslow County (NC),"16,978","$21,570 "
37135,Orange County (NC),"8,010","$29,915 "
37137,Pamlico County (NC),"2,257","$19,730 "
37139,Pasquotank County (NC),"5,354","$21,915 "
37141,Pender County (NC),"4,660","$21,293 "
37143,Perquimans County (NC),"2,242","$18,771 "
37145,Person County (NC),"3,748","$23,983 "
37147,Pitt County (NC),"23,884","$22,644 "
37149,Polk County (NC),"1,210","$24,695 "
37151,Randolph County (NC),"8,009","$26,991 "
37153,Richmond County (NC),"6,972","$21,314 "
37155,Robeson County (NC),"25,604","$18,083 "
37157,Rockingham County (NC),"10,256","$24,272 "
37159,Rowan County (NC),"11,451","$25,468 "
37161,Rutherford County (NC),"6,975","$23,118 "
37163,Sampson County (NC),"9,677","$19,911 "
37165,Scotland County (NC),"6,216","$22,535 "
37167,Stanly County (NC),"4,336","$25,566 "
37169,Stokes County (NC),"3,527","$28,445 "
37171,Surry County (NC),"7,230","$22,910 "
37173,Swain County (NC),"2,440","$15,756 "
37175,Transylvania County (NC),"2,786","$27,553 "
37177,Tyrrell County (NC),"1,034","$16,590 "
37179,Union County (NC),"7,982","$31,058 "
37181,Vance County (NC),"7,131","$19,695 "
37183,Wake County (NC),"33,111","$34,180 "
37185,Warren County (NC),"4,713","$16,222 "
37187,Washington County (NC),"2,824","$21,709 "
37189,Watauga County (NC),"5,618","$21,782 "
37191,Wayne County (NC),"16,766","$21,879 "
37193,Wilkes County (NC),"7,488","$23,708 "
37195,Wilson County (NC),"12,755","$23,066 "
37197,Yadkin County (NC),"3,142","$25,606 "
37199,Yancey County (NC),"2,636","$20,410 "
38000,North Dakota,"78,654","$23,910 "
38001,Adams County (ND),404,"$20,937 "
38003,Barnes County (ND),"1,740","$20,984 "
38005,Benson County (ND),"2,073","$16,868 "
38007,Billings County (ND),181,"$28,496 "
38009,Bottineau County (ND),"1,150","$22,365 "
38011,Bowman County (ND),460,"$22,797 "
38013,Burke County (ND),414,"$19,360 "
38015,Burleigh County (ND),"5,328","$29,278 "
38017,Cass County (ND),"8,910","$27,912 "
38019,Cavalier County (ND),757,"$21,853 "
38021,Dickey County (ND),970,"$20,751 "
38023,Divide County (ND),285,"$20,499 "
38025,Dunn County (ND),654,"$19,203 "
38027,Eddy County (ND),386,"$19,537 "
38029,Emmons County (ND),863,"$18,282 "
38031,Foster County (ND),465,"$21,522 "
38033,Golden Valley County (ND),261,"$21,728 "
38035,Grand Forks County (ND),"7,013","$25,685 "
38037,Grant County (ND),902,"$15,937 "
38039,Griggs County (ND),464,"$19,877 "
38041,Hettinger County (ND),636,"$17,699 "
38043,Kidder County (ND),639,"$19,234 "
38045,LaMoure County (ND),735,"$21,057 "
38047,Logan County (ND),526,"$17,436 "
38049,McHenry County (ND),"1,241","$17,844 "
38051,McIntosh County (ND),745,"$16,762 "
38053,McKenzie County (ND),"1,091","$25,317 "
38055,McLean County (ND),"1,350","$22,848 "
38057,Mercer County (ND),691,"$33,372 "
38059,Morton County (ND),"2,886","$23,959 "
38061,Mountrail County (ND),"1,263","$20,503 "
38063,Nelson County (ND),552,"$19,366 "
38065,Oliver County (ND),252,"$28,602 "
38067,Pembina County (ND),"1,036","$25,561 "
38069,Pierce County (ND),717,"$20,579 "
38071,Ramsey County (ND),"1,521","$22,448 "
38073,Ransom County (ND),651,"$23,014 "
38075,Renville County (ND),391,"$21,441 "
38077,Richland County (ND),"2,246","$26,532 "
38079,Rolette County (ND),"4,495","$16,848 "
38081,Sargent County (ND),448,"$27,928 "
38083,Sheridan County (ND),506,"$16,657 "
38085,Sioux County (ND),"1,410","$16,294 "
38087,Slope County (ND),174,"$20,689 "
38089,Stark County (ND),"2,931","$24,344 "
38091,Steele County (ND),251,"$23,114 "
38093,Stutsman County (ND),"2,691","$23,128 "
38095,Towner County (ND),548,"$20,207 "
38097,Traill County (ND),"1,041","$24,596 "
38099,Walsh County (ND),"2,079","$22,203 "
38101,Ward County (ND),"6,070","$25,255 "
38103,Wells County (ND),926,"$18,966 "
38105,Williams County (ND),"2,237","$26,078 "
39000,Ohio,"1,299,615","$28,626 "
39001,Adams County (OH),"6,547","$17,910 "
39003,Allen County (OH),"12,529","$27,967 "
39005,Ashland County (OH),"4,151","$27,147 "
39007,Ashtabula County (OH),"14,072","$24,326 "
39009,Athens County (OH),"12,622","$20,921 "
39011,Auglaize County (OH),"2,766","$30,645 "
39013,Belmont County (OH),"10,960","$21,880 "
39015,Brown County (OH),"5,018","$24,173 "
39017,Butler County (OH),"28,332","$31,485 "
39019,Carroll County (OH),"3,416","$25,234 "
39021,Champaign County (OH),"3,243","$30,196 "
39023,Clark County (OH),"20,017","$27,226 "
39025,Clermont County (OH),"12,342","$32,260 "
39027,Clinton County (OH),"3,753","$25,839 "
39029,Columbiana County (OH),"15,594","$23,748 "
39031,Coshocton County (OH),"4,666","$24,398 "
39033,Crawford County (OH),"5,585","$25,012 "
39035,Cuyahoga County (OH),"204,709","$28,262 "
39037,Darke County (OH),"5,039","$27,753 "
39039,Defiance County (OH),"2,966","$31,948 "
39041,Delaware County (OH),"4,125","$39,615 "
39043,Erie County (OH),"6,265","$30,389 "
39045,Fairfield County (OH),"8,106","$31,203 "
39047,Fayette County (OH),"4,252","$22,507 "
39049,Franklin County (OH),"115,651","$30,736 "
39051,Fulton County (OH),"2,660","$30,588 "
39053,Gallia County (OH),"6,042","$22,239 "
39055,Geauga County (OH),"4,158","$40,073 "
39057,Greene County (OH),"10,019","$34,861 "
39059,Guernsey County (OH),"6,663","$21,689 "
39061,Hamilton County (OH),"111,579","$30,714 "
39063,Hancock County (OH),"4,688","$31,510 "
39065,Hardin County (OH),"4,168","$25,127 "
39067,Harrison County (OH),"2,637","$20,050 "
39069,Henry County (OH),"1,841","$30,555 "
39071,Highland County (OH),"5,691","$21,455 "
39073,Hocking County (OH),"3,777","$23,254 "
39075,Holmes County (OH),"4,752","$24,437 "
39077,Huron County (OH),"5,086","$27,907 "
39079,Jackson County (OH),"6,028","$20,761 "
39081,Jefferson County (OH),"11,593","$23,783 "
39083,Knox County (OH),"5,758","$24,717 "
39085,Lake County (OH),"11,739","$34,260 "
39087,Lawrence County (OH),"13,594","$21,390 "
39089,Licking County (OH),"13,385","$28,335 "
39091,Logan County (OH),"4,513","$26,734 "
39093,Lorain County (OH),"28,166","$29,923 "
39095,Lucas County (OH),"61,965","$29,852 "
39097,Madison County (OH),"3,210","$28,054 "
39099,Mahoning County (OH),"42,293","$23,584 "
39101,Marion County (OH),"8,416","$26,542 "
39103,Medina County (OH),"5,842","$36,448 "
39105,Meigs County (OH),"5,211","$20,426 "
39107,Mercer County (OH),"2,741","$29,960 "
39109,Miami County (OH),"7,272","$29,987 "
39111,Monroe County (OH),"2,496","$22,115 "
39113,Montgomery County (OH),"67,590","$29,029 "
39115,Morgan County (OH),"2,509","$22,846 "
39117,Morrow County (OH),"3,557","$26,096 "
39119,Muskingum County (OH),"11,813","$23,408 "
39121,Noble County (OH),"1,817","$22,327 "
39123,Ottawa County (OH),"2,845","$30,234 "
39125,Paulding County (OH),"1,731","$28,769 "
39127,Perry County (OH),"5,058","$22,446 "
39129,Pickaway County (OH),"5,444","$27,681 "
39131,Pike County (OH),"5,715","$19,694 "
39133,Portage County (OH),"12,341","$30,318 "
39135,Preble County (OH),"3,958","$27,225 "
39137,Putnam County (OH),"2,214","$31,823 "
39139,Richland County (OH),"14,700","$27,020 "
39141,Ross County (OH),"10,584","$24,182 "
39143,Sandusky County (OH),"6,052","$29,266 "
39145,Scioto County (OH),"19,566","$19,849 "
39147,Seneca County (OH),"6,280","$26,261 "
39149,Shelby County (OH),"3,515","$30,542 "
39151,Stark County (OH),"39,677","$27,669 "
39153,Summit County (OH),"68,093","$28,575 "
39155,Trumbull County (OH),"25,028","$28,640 "
39157,Tuscarawas County (OH),"10,364","$24,457 "
39159,Union County (OH),"2,317","$33,099 "
39161,Van Wert County (OH),"2,080","$28,277 "
39163,Vinton County (OH),"2,399","$19,837 "
39165,Warren County (OH),"7,630","$35,358 "
39167,Washington County (OH),"7,714","$25,299 "
39169,Wayne County (OH),"9,389","$29,722 "
39171,Williams County (OH),"2,672","$28,475 "
39173,Wood County (OH),"8,395","$32,100 "
39175,Wyandot County (OH),"1,864","$25,889 "
40000,Oklahoma,"495,882","$23,162 "
40001,Adair County (OK),"5,059","$15,067 "
40003,Alfalfa County (OK),828,"$21,662 "
40005,Atoka County (OK),"4,042","$14,252 "
40007,Beaver County (OK),578,"$23,992 "
40009,Beckham County (OK),"3,764","$19,732 "
40011,Blaine County (OK),"2,016","$21,910 "
40013,Bryan County (OK),"7,803","$16,309 "
40015,Caddo County (OK),"7,785","$18,645 "
40017,Canadian County (OK),"5,206","$34,070 "
40019,Carter County (OK),"8,307","$21,888 "
40021,Cherokee County (OK),"9,022","$17,478 "
40023,Choctaw County (OK),"5,363","$13,809 "
40025,Cimarron County (OK),439,"$21,557 "
40027,Cleveland County (OK),"14,823","$30,203 "
40029,Coal County (OK),"1,566","$13,880 "
40031,Comanche County (OK),"16,897","$23,268 "
40033,Cotton County (OK),"1,274","$19,161 "
40035,Craig County (OK),"2,147","$18,957 "
40037,Creek County (OK),"8,294","$24,865 "
40039,Custer County (OK),"4,167","$24,070 "
40041,Delaware County (OK),"7,123","$16,268 "
40043,Dewey County (OK),714,"$21,639 "
40045,Ellis County (OK),578,"$20,875 "
40047,Garfield County (OK),"7,038","$24,622 "
40049,Garvin County (OK),"4,956","$19,209 "
40051,Grady County (OK),"7,372","$23,111 "
40053,Grant County (OK),627,"$23,974 "
40055,Greer County (OK),"1,586","$15,752 "
40057,Harmon County (OK),"1,298","$14,182 "
40059,Harper County (OK),346,"$25,488 "
40061,Haskell County (OK),"2,812","$15,891 "
40063,Hughes County (OK),"3,631","$14,380 "
40065,Jackson County (OK),"5,066","$20,971 "
40067,Jefferson County (OK),"1,661","$15,560 "
40069,Johnston County (OK),"3,009","$13,846 "
40071,Kay County (OK),"5,256","$25,425 "
40073,Kingfisher County (OK),"1,454","$25,562 "
40075,Kiowa County (OK),"3,105","$16,124 "
40077,Latimer County (OK),"2,424","$16,040 "
40079,Le Flore County (OK),"10,115","$18,685 "
40081,Lincoln County (OK),"4,620","$21,360 "
40083,Logan County (OK),"4,462","$24,340 "
40085,Love County (OK),"1,337","$21,342 "
40087,McClain County (OK),"2,696","$26,411 "
40089,McCurtain County (OK),"10,782","$15,869 "
40091,McIntosh County (OK),"4,435","$15,231 "
40093,Major County (OK),916,"$24,415 "
40095,Marshall County (OK),"2,455","$16,324 "
40097,Mayes County (OK),"6,074","$21,133 "
40099,Murray County (OK),"2,223","$19,717 "
40101,Muskogee County (OK),"14,285","$20,270 "
40103,Noble County (OK),"1,438","$23,159 "
40105,Nowata County (OK),"1,705","$19,677 "
40107,Okfuskee County (OK),"3,284","$14,215 "
40109,Oklahoma County (OK),"85,384","$26,778 "
40111,Okmulgee County (OK),"8,920","$17,900 "
40113,Osage County (OK),"6,565","$23,829 "
40115,Ottawa County (OK),"6,176","$18,829 "
40117,Pawnee County (OK),"2,348","$21,919 "
40119,Payne County (OK),"8,794","$23,000 "
40121,Pittsburg County (OK),"8,325","$19,306 "
40123,Pontotoc County (OK),"6,780","$19,588 "
40125,Pottawatomie County (OK),"9,863","$22,526 "
40127,Pushmataha County (OK),"3,675","$13,470 "
40129,Roger Mills County (OK),720,"$21,348 "
40131,Rogers County (OK),"5,240","$29,443 "
40133,Seminole County (OK),"6,908","$16,696 "
40135,Sequoyah County (OK),"7,836","$18,468 "
40137,Stephens County (OK),"6,271","$22,610 "
40139,Texas County (OK),"1,757","$24,527 "
40141,Tillman County (OK),"2,849","$17,303 "
40143,Tulsa County (OK),"61,517","$27,593 "
40145,Wagoner County (OK),"5,987","$28,717 "
40147,Washington County (OK),"4,158","$30,919 "
40149,Washita County (OK),"1,977","$21,594 "
40151,Woods County (OK),"1,180","$21,395 "
40153,Woodward County (OK),"2,389","$24,580 "
41000,Oregon,"353,222","$27,795 "
41001,Baker County (OR),"2,407","$20,484 "
41003,Benton County (OR),"7,983","$29,413 "
41005,Clackamas County (OR),"18,899","$34,897 "
41007,Clatsop County (OR),"4,299","$24,259 "
41009,Columbia County (OR),"3,333","$29,276 "
41011,Coos County (OR),"9,541","$22,594 "
41013,Crook County (OR),"1,466","$24,531 "
41015,Curry County (OR),"2,622","$21,097 "
41017,Deschutes County (OR),"7,723","$26,894 "
41019,Douglas County (OR),"13,365","$24,724 "
41021,Gilliam County (OR),114,"$25,353 "
41023,Grant County (OR),994,"$24,799 "
41025,Harney County (OR),864,"$24,418 "
41027,Hood River County (OR),"2,345","$23,126 "
41029,Jackson County (OR),"20,308","$24,973 "
41031,Jefferson County (OR),"2,271","$23,860 "
41033,Josephine County (OR),"11,895","$20,392 "
41035,Klamath County (OR),"9,192","$23,049 "
41037,Lake County (OR),913,"$24,145 "
41039,Lane County (OR),"41,856","$25,691 "
41041,Lincoln County (OR),"5,751","$21,526 "
41043,Linn County (OR),"12,885","$25,291 "
41045,Malheur County (OR),"5,955","$20,466 "
41047,Marion County (OR),"31,820","$26,323 "
41049,Morrow County (OR),654,"$22,944 "
41051,Multnomah County (OR),"79,458","$26,778 "
41053,Polk County (OR),"6,320","$26,672 "
41055,Sherman County (OR),254,"$26,126 "
41057,Tillamook County (OR),"2,865","$21,533 "
41059,Umatilla County (OR),"9,297","$23,207 "
41061,Union County (OR),"3,271","$24,669 "
41063,Wallowa County (OR),810,"$22,973 "
41065,Wasco County (OR),"2,900","$23,458 "
41067,Washington County (OR),"20,026","$36,115 "
41069,Wheeler County (OR),190,"$18,421 "
41071,Yamhill County (OR),"8,376","$26,797 "
42000,Pennsylvania,"1,223,609","$28,825 "
42001,Adams County (PA),"4,440","$29,503 "
42003,Allegheny County (PA),"143,236","$29,298 "
42005,Armstrong County (PA),"8,624","$23,514 "
42007,Beaver County (PA),"20,510","$23,788 "
42009,Bedford County (PA),"6,236","$21,328 "
42011,Berks County (PA),"23,421","$30,578 "
42013,Blair County (PA),"17,009","$23,141 "
42015,Bradford County (PA),"7,844","$24,621 "
42017,Bucks County (PA),"21,566","$42,587 "
42019,Butler County (PA),"11,415","$29,588 "
42021,Cambria County (PA),"19,548","$22,120 "
42023,Cameron County (PA),558,"$23,950 "
42025,Carbon County (PA),"4,484","$24,575 "
42027,Centre County (PA),"11,303","$28,319 "
42029,Chester County (PA),"19,363","$41,056 "
42031,Clarion County (PA),"5,499","$23,151 "
42033,Clearfield County (PA),"10,031","$22,932 "
42035,Clinton County (PA),"4,588","$22,653 "
42037,Columbia County (PA),"5,672","$24,222 "
42039,Crawford County (PA),"11,795","$23,765 "
42041,Cumberland County (PA),"7,880","$35,173 "
42043,Dauphin County (PA),"21,220","$29,240 "
42045,Delaware County (PA),"35,407","$35,907 "
42047,Elk County (PA),"2,563","$27,950 "
42049,Erie County (PA),"32,081","$27,375 "
42051,Fayette County (PA),"29,054","$20,030 "
42053,Forest County (PA),631,"$18,474 "
42055,Franklin County (PA),"7,447","$29,340 "
42057,Fulton County (PA),"1,376","$24,131 "
42059,Greene County (PA),"6,629","$21,205 "
42061,Huntingdon County (PA),"5,214","$23,038 "
42063,Indiana County (PA),"12,030","$24,203 "
42065,Jefferson County (PA),"5,165","$23,659 "
42067,Juniata County (PA),"1,737","$25,053 "
42069,Lackawanna County (PA),"22,521","$24,469 "
42071,Lancaster County (PA),"30,759","$32,174 "
42073,Lawrence County (PA),"13,013","$23,172 "
42075,Lebanon County (PA),"6,898","$29,309 "
42077,Lehigh County (PA),"18,277","$31,751 "
42079,Luzerne County (PA),"35,164","$24,253 "
42081,Lycoming County (PA),"12,201","$25,065 "
42083,Mc Kean County (PA),"5,920","$23,614 "
42085,Mercer County (PA),"13,419","$24,837 "
42087,Mifflin County (PA),"5,686","$23,071 "
42089,Monroe County (PA),"5,422","$30,091 "
42091,Montgomery County (PA),"26,876","$40,615 "
42093,Montour County (PA),"1,225","$29,115 "
42095,Northampton County (PA),"15,777","$30,888 "
42097,Northumberland County (PA),"10,275","$22,745 "
42099,Perry County (PA),"2,683","$28,652 "
42101,Philadelphia County (PA),"328,845","$22,589 "
42103,Pike County (PA),"1,507","$29,524 "
42105,Potter County (PA),"2,363","$21,598 "
42107,Schuylkill County (PA),"15,030","$23,107 "
42109,Snyder County (PA),"3,005","$26,930 "
42111,Somerset County (PA),"10,426","$22,159 "
