County ID,State / County Name,All Ages SAIPE Poverty Universe,All Ages in Poverty Count,Median Household Income in Dollars
13175,Laurens County (GA),"46,316","10,457","$38,078 "
13177,Lee County (GA),"28,566","3,121","$68,891 "
13179,Liberty County (GA),"59,466","9,989","$45,655 "
13181,Lincoln County (GA),"7,798","1,409","$44,819 "
13183,Long County (GA),"18,618","3,550","$48,328 "
13185,Lowndes County (GA),"109,025","27,533","$42,019 "
13187,Lumpkin County (GA),"29,902","4,156","$55,453 "
13189,McDuffie County (GA),"21,183","4,489","$40,814 "
13191,McIntosh County (GA),"14,000","2,734","$40,832 "
13193,Macon County (GA),"11,406","3,371","$32,974 "
13195,Madison County (GA),"28,992","4,602","$47,956 "
13197,Marion County (GA),"8,359","1,999","$39,408 "
13199,Meriwether County (GA),"20,768","4,139","$38,442 "
13201,Miller County (GA),"5,702","1,356","$37,878 "
13205,Mitchell County (GA),"19,987","5,488","$36,234 "
13207,Monroe County (GA),"25,906","3,446","$57,038 "
13209,Montgomery County (GA),"8,322","1,707","$41,858 "
13211,Morgan County (GA),"18,232","2,196","$55,251 "
13213,Murray County (GA),"39,365","6,765","$45,975 "
13215,Muscogee County (GA),"187,703","42,476","$42,610 "
13217,Newton County (GA),"106,159","14,236","$55,632 "
13219,Oconee County (GA),"37,829","2,477","$92,216 "
13221,Oglethorpe County (GA),"14,669","1,965","$44,718 "
13223,Paulding County (GA),"158,425","13,225","$67,906 "
13225,Peach County (GA),"25,986","5,091","$46,608 "
13227,Pickens County (GA),"31,195","3,364","$61,145 "
13229,Pierce County (GA),"19,115","3,711","$42,140 "
13231,Pike County (GA),"17,912","1,920","$62,250 "
13233,Polk County (GA),"41,272","7,828","$43,488 "
13235,Pulaski County (GA),"9,987","2,244","$39,743 "
13237,Putnam County (GA),"21,504","3,698","$47,710 "
13239,Quitman County (GA),"2,351",613,"$31,151 "
13241,Rabun County (GA),"16,327","2,899","$43,042 "
13243,Randolph County (GA),"6,637","2,232","$30,847 "
13245,Richmond County (GA),"190,394","45,089","$38,297 "
13247,Rockdale County (GA),"89,242","12,585","$59,341 "
13249,Schley County (GA),"5,198",938,"$43,568 "
13251,Screven County (GA),"13,489","2,765","$38,870 "
13253,Seminole County (GA),"8,181","2,385","$35,527 "
13255,Spalding County (GA),"63,994","12,754","$45,121 "
13257,Stephens County (GA),"25,235","4,713","$40,483 "
13259,Stewart County (GA),"4,419","1,601","$31,800 "
13261,Sumter County (GA),"28,164","7,169","$36,611 "
13263,Talbot County (GA),"6,234","1,382","$36,269 "
13265,Taliaferro County (GA),"1,624",430,"$30,586 "
13267,Tattnall County (GA),"20,760","5,677","$38,672 "
13269,Taylor County (GA),"8,026","1,904","$35,608 "
13271,Telfair County (GA),"12,627","4,366","$31,354 "
13273,Terrell County (GA),"8,439","2,789","$33,939 "
13275,Thomas County (GA),"43,975","7,862","$43,257 "
13277,Tift County (GA),"39,002","8,468","$41,544 "
13279,Toombs County (GA),"26,617","5,934","$35,226 "
13281,Towns County (GA),"10,443","1,439","$44,055 "
13283,Treutlen County (GA),"6,420","1,760","$34,473 "
13285,Troup County (GA),"67,421","14,566","$43,112 "
13287,Turner County (GA),"7,610","2,104","$33,310 "
13289,Twiggs County (GA),"8,063","1,794","$39,639 "
13291,Union County (GA),"23,094","3,550","$46,097 "
13293,Upson County (GA),"25,662","5,262","$39,780 "
13295,Walker County (GA),"67,460","10,520","$44,176 "
13297,Walton County (GA),"90,615","11,157","$58,028 "
13299,Ware County (GA),"33,404","7,354","$38,412 "
13301,Warren County (GA),"5,222","1,457","$34,680 "
13303,Washington County (GA),"18,590","4,966","$37,464 "
13305,Wayne County (GA),"27,882","5,627","$45,814 "
13307,Webster County (GA),"2,597",520,"$39,266 "
13309,Wheeler County (GA),"5,381","2,010","$31,001 "
13311,White County (GA),"28,750","3,826","$50,194 "
13313,Whitfield County (GA),"103,385","17,059","$42,568 "
13315,Wilcox County (GA),"6,822","2,097","$35,015 "
13317,Wilkes County (GA),"9,736","2,216","$34,897 "
13319,Wilkinson County (GA),"8,826","2,074","$40,906 "
13321,Worth County (GA),"20,328","4,383","$42,913 "
15000,Hawaii,"1,388,545","132,201","$77,936 "
15001,Hawaii County (HI),"196,862","29,604","$56,540 "
15003,Honolulu County (HI),"956,356","79,084","$80,947 "
15005,Kalawao County (HI),NA,NA,NA
15007,Kauai County (HI),"71,202","7,172","$74,881 "
15009,Maui County (HI),"164,127","16,342","$76,376 "
16000,Idaho,"1,686,488","211,937","$52,280 "
16001,Ada County (ID),"445,786","47,955","$61,469 "
16003,Adams County (ID),"4,108",597,"$43,442 "
16005,Bannock County (ID),"83,180","11,846","$51,093 "
16007,Bear Lake County (ID),"5,989",698,"$51,343 "
16009,Benewah County (ID),"9,093","1,297","$43,570 "
16011,Bingham County (ID),"45,522","5,670","$52,697 "
16013,Blaine County (ID),"21,972","1,860","$68,101 "
16015,Boise County (ID),"7,243",875,"$56,067 "
16017,Bonner County (ID),"43,150","5,920","$47,537 "
16019,Bonneville County (ID),"113,662","11,982","$55,744 "
16021,Boundary County (ID),"11,836","1,834","$43,835 "
16023,Butte County (ID),"2,586",437,"$45,226 "
16025,Camas County (ID),"1,103",101,"$51,045 "
16027,Canyon County (ID),"213,352","33,022","$47,915 "
16029,Caribou County (ID),"6,948",630,"$58,739 "
16031,Cassia County (ID),"23,318","2,954","$51,323 "
16033,Clark County (ID),873,127,"$42,226 "
16035,Clearwater County (ID),"7,891","1,242","$46,214 "
16037,Custer County (ID),"4,153",609,"$44,100 "
16039,Elmore County (ID),"26,132","3,384","$45,708 "
16041,Franklin County (ID),"13,454","1,103","$55,056 "
16043,Fremont County (ID),"12,627","1,661","$48,581 "
16045,Gem County (ID),"17,187","2,315","$47,481 "
16047,Gooding County (ID),"15,044","2,247","$46,218 "
16049,Idaho County (ID),"15,866","2,400","$42,503 "
16051,Jefferson County (ID),"28,338","2,603","$59,869 "
16053,Jerome County (ID),"23,438","3,222","$50,728 "
16055,Kootenai County (ID),"156,059","16,542","$56,921 "
16057,Latah County (ID),"36,533","6,030","$49,445 "
16059,Lemhi County (ID),"7,788","1,257","$41,153 "
16061,Lewis County (ID),"3,856",557,"$44,674 "
16063,Lincoln County (ID),"5,260",675,"$49,207 "
16065,Madison County (ID),"38,500","7,360","$40,666 "
16067,Minidoka County (ID),"20,622","2,917","$48,485 "
16069,Nez Perce County (ID),"39,349","4,727","$54,729 "
16071,Oneida County (ID),"4,370",483,"$60,264 "
16073,Owyhee County (ID),"11,468","1,821","$44,251 "
16075,Payette County (ID),"23,038","2,992","$50,817 "
16077,Power County (ID),"7,538","1,099","$45,922 "
16079,Shoshone County (ID),"12,346","2,143","$46,793 "
16081,Teton County (ID),"11,353",939,"$63,168 "
16083,Twin Falls County (ID),"83,953","11,332","$50,909 "
16085,Valley County (ID),"10,611",901,"$56,532 "
16087,Washington County (ID),"9,994","1,571","$41,757 "
17000,Illinois,"12,503,704","1,568,670","$63,044 "
17001,Adams County (IL),"63,949","8,608","$49,088 "
17003,Alexander County (IL),"6,231","1,889","$33,985 "
17005,Bond County (IL),"15,018","1,993","$54,831 "
17007,Boone County (IL),"53,048","4,676","$69,413 "
17009,Brown County (IL),"4,585",685,"$53,875 "
17011,Bureau County (IL),"32,695","3,506","$55,632 "
17013,Calhoun County (IL),"4,752",499,"$55,138 "
17015,Carroll County (IL),"14,266","1,647","$49,744 "
17017,Cass County (IL),"12,286","1,635","$50,568 "
17019,Champaign County (IL),"193,338","37,106","$51,466 "
17021,Christian County (IL),"31,423","4,270","$52,817 "
17023,Clark County (IL),"15,478","1,697","$55,205 "
17025,Clay County (IL),"13,038","1,721","$45,028 "
17027,Clinton County (IL),"35,507","2,910","$65,586 "
17029,Coles County (IL),"48,172","9,377","$46,012 "
17031,Cook County (IL),"5,125,439","746,194","$61,401 "
17033,Crawford County (IL),"17,471","2,404","$49,712 "
17035,Cumberland County (IL),"10,748","1,102","$55,622 "
17037,DeKalb County (IL),"98,493","13,876","$60,856 "
17039,De Witt County (IL),"15,637","1,823","$56,091 "
17041,Douglas County (IL),"19,536","1,907","$54,538 "
17043,DuPage County (IL),"916,653","56,794","$89,536 "
17045,Edgar County (IL),"17,042","2,344","$46,916 "
17047,Edwards County (IL),"6,416",697,"$48,649 "
17049,Effingham County (IL),"33,631","3,256","$60,061 "
17051,Fayette County (IL),"19,785","3,604","$45,193 "
17053,Ford County (IL),"12,828","1,482","$55,356 "
17055,Franklin County (IL),"38,351","7,468","$40,682 "
17057,Fulton County (IL),"32,242","4,890","$49,315 "
17059,Gallatin County (IL),"5,040",955,"$42,533 "
17061,Greene County (IL),"12,845","1,895","$47,188 "
17063,Grundy County (IL),"50,196","3,543","$76,214 "
17065,Hamilton County (IL),"8,092","1,046","$49,092 "
17067,Hancock County (IL),"17,789","2,079","$52,625 "
17069,Hardin County (IL),"3,935",850,"$40,160 "
17071,Henderson County (IL),"6,711",753,"$51,014 "
17073,Henry County (IL),"48,448","5,318","$58,675 "
17075,Iroquois County (IL),"27,353","3,538","$50,131 "
17077,Jackson County (IL),"54,668","15,952","$38,157 "
17079,Jasper County (IL),"9,492","1,128","$55,240 "
17081,Jefferson County (IL),"35,845","6,247","$50,622 "
17083,Jersey County (IL),"21,091","2,164","$58,928 "
17085,Jo Daviess County (IL),"21,389","1,980","$51,866 "
17087,Johnson County (IL),"11,068","1,660","$49,763 "
17089,Kane County (IL),"528,489","48,756","$75,739 "
17091,Kankakee County (IL),"105,115","15,750","$57,706 "
17093,Kendall County (IL),"125,795","5,993","$97,039 "
17095,Knox County (IL),"46,632","7,485","$44,686 "
17097,Lake County (IL),"685,196","52,630","$86,242 "
17099,La Salle County (IL),"106,308","15,216","$56,854 "
17101,Lawrence County (IL),"13,559","2,341","$45,235 "
17103,Lee County (IL),"31,381","3,589","$59,450 "
17105,Livingston County (IL),"33,817","4,330","$55,003 "
17107,Logan County (IL),"24,869","3,032","$56,838 "
17109,McDonough County (IL),"26,934","5,008","$44,524 "
17111,McHenry County (IL),"307,139","18,686","$86,450 "
17113,McLean County (IL),"161,653","25,273","$68,895 "
17115,Macon County (IL),"101,930","14,566","$51,828 "
17117,Macoupin County (IL),"44,490","6,152","$51,756 "
17119,Madison County (IL),"261,652","37,768","$58,077 "
17121,Marion County (IL),"36,979","5,952","$45,126 "
17123,Marshall County (IL),"11,434","1,109","$55,337 "
17125,Mason County (IL),"13,466","1,842","$51,731 "
17127,Massac County (IL),"14,087","2,159","$47,646 "
17129,Menard County (IL),"12,053","1,054","$65,367 "
17131,Mercer County (IL),"15,389","1,636","$52,846 "
17133,Monroe County (IL),"33,692","1,644","$83,767 "
17135,Montgomery County (IL),"26,261","4,075","$51,206 "
17137,Morgan County (IL),"31,118","4,197","$52,357 "
17139,Moultrie County (IL),"14,320","1,288","$60,496 "
17141,Ogle County (IL),"50,388","4,866","$60,656 "
17143,Peoria County (IL),"177,899","27,364","$54,195 "
17145,Perry County (IL),"18,812","2,932","$50,553 "
17147,Piatt County (IL),"16,361","1,025","$67,173 "
17149,Pike County (IL),"15,143","2,403","$43,301 "
17151,Pope County (IL),"4,120",760,"$43,119 "
17153,Pulaski County (IL),"5,493","1,260","$38,846 "
17155,Putnam County (IL),"5,700",455,"$64,000 "
17157,Randolph County (IL),"27,942","4,402","$52,749 "
17159,Richland County (IL),"15,533","2,385","$48,489 "
17161,Rock Island County (IL),"139,886","18,069","$51,805 "
17163,St. Clair County (IL),"257,651","41,174","$51,937 "
17165,Saline County (IL),"23,288","4,332","$41,394 "
17167,Sangamon County (IL),"192,860","29,676","$61,519 "
17169,Schuyler County (IL),"6,932",817,"$52,946 "
17171,Scott County (IL),"4,934",602,"$49,745 "
17173,Shelby County (IL),"21,473","2,214","$51,873 "
17175,Stark County (IL),"5,319",593,"$51,446 "
17177,Stephenson County (IL),"44,200","7,389","$48,237 "
17179,Tazewell County (IL),"130,468","11,896","$61,086 "
17181,Union County (IL),"16,778","3,183","$45,847 "
17183,Vermilion County (IL),"74,901","14,553","$43,649 "
17185,Wabash County (IL),"11,366","1,572","$52,535 "
17187,Warren County (IL),"16,105","1,881","$54,023 "
17189,Washington County (IL),"13,783","1,111","$56,118 "
17191,Wayne County (IL),"16,399","2,300","$46,339 "
17193,White County (IL),"13,544","2,072","$48,202 "
17195,Whiteside County (IL),"54,957","7,110","$54,284 "
17197,Will County (IL),"682,862","47,639","$82,477 "
17199,Williamson County (IL),"65,116","9,993","$49,993 "
17201,Winnebago County (IL),"280,092","39,766","$53,490 "
17203,Woodford County (IL),"37,622","2,179","$75,733 "
18000,Indiana,"6,463,664","860,753","$54,134 "
18001,Adams County (IN),"34,950","5,397","$51,488 "
18003,Allen County (IN),"366,247","47,818","$52,661 "
18005,Bartholomew County (IN),"80,648","8,555","$61,943 "
18007,Benton County (IN),"8,498",952,"$52,841 "
18009,Blackford County (IN),"11,746","1,679","$42,636 "
18011,Boone County (IN),"65,130","3,707","$82,670 "
18013,Brown County (IN),"14,851","1,614","$56,979 "
18015,Carroll County (IN),"19,808","1,910","$55,471 "
18017,Cass County (IN),"37,151","5,129","$47,727 "
18019,Clark County (IN),"115,379","12,285","$52,746 "
18021,Clay County (IN),"25,749","2,891","$50,746 "
18023,Clinton County (IN),"31,324","4,185","$51,540 "
18025,Crawford County (IN),"10,457","1,697","$42,555 "
18027,Daviess County (IN),"32,477","4,340","$46,292 "
18029,Dearborn County (IN),"49,005","4,752","$65,005 "
18031,Decatur County (IN),"26,286","2,905","$55,808 "
18033,De Kalb County (IN),"42,165","4,365","$54,289 "
18035,Delaware County (IN),"106,758","22,020","$41,874 "
18037,Dubois County (IN),"41,663","3,445","$63,033 "
18039,Elkhart County (IN),"200,584","21,670","$58,781 "
18041,Fayette County (IN),"22,722","3,517","$44,970 "
18043,Floyd County (IN),"75,641","7,971","$61,009 "
18045,Fountain County (IN),"16,227","2,091","$50,817 "
18047,Franklin County (IN),"22,403","2,111","$62,467 "
18049,Fulton County (IN),"19,724","2,399","$51,088 "
18051,Gibson County (IN),"32,673","3,399","$53,714 "
18053,Grant County (IN),"61,376","11,312","$44,790 "
18055,Greene County (IN),"31,740","3,696","$59,347 "
18057,Hamilton County (IN),"321,100","12,284","$95,080 "
18059,Hancock County (IN),"74,090","4,075","$73,294 "
18061,Harrison County (IN),"39,292","3,699","$57,136 "
18063,Hendricks County (IN),"159,225","8,120","$75,647 "
18065,Henry County (IN),"44,722","5,739","$48,915 "
18067,Howard County (IN),"80,897","11,727","$51,035 "
18069,Huntington County (IN),"34,948","3,570","$53,635 "
18071,Jackson County (IN),"43,030","5,467","$48,789 "
18073,Jasper County (IN),"32,347","3,244","$58,891 "
18075,Jay County (IN),"20,596","2,942","$46,740 "
18077,Jefferson County (IN),"29,994","4,108","$51,163 "
18079,Jennings County (IN),"27,178","3,469","$48,961 "
18081,Johnson County (IN),"150,793","13,267","$70,690 "
18083,Knox County (IN),"34,800","6,587","$44,044 "
18085,Kosciusko County (IN),"77,134","8,000","$62,666 "
18087,Lagrange County (IN),"38,846","3,025","$63,291 "
18089,Lake County (IN),"478,487","76,220","$54,929 "
18091,La Porte County (IN),"103,431","15,005","$51,532 "
18093,Lawrence County (IN),"44,875","5,979","$49,112 "
18095,Madison County (IN),"123,138","21,478","$44,987 "
18097,Marion County (IN),"930,165","163,573","$47,642 "
18099,Marshall County (IN),"45,758","5,290","$53,387 "
18101,Martin County (IN),"10,027","1,251","$50,203 "
18103,Miami County (IN),"32,384","4,538","$47,225 "
18105,Monroe County (IN),"131,853","28,462","$49,180 "
18107,Montgomery County (IN),"37,184","4,510","$53,720 "
18109,Morgan County (IN),"68,876","6,799","$61,068 "
18111,Newton County (IN),"13,894","1,515","$58,384 "
18113,Noble County (IN),"46,434","4,560","$52,764 "
18115,Ohio County (IN),"5,750",533,"$56,915 "
18117,Orange County (IN),"19,088","2,750","$43,061 "
18119,Owen County (IN),"20,535","3,021","$49,044 "
18121,Parke County (IN),"15,386","2,194","$48,537 "
18123,Perry County (IN),"17,651","2,130","$50,670 "
18125,Pike County (IN),"12,096","1,257","$49,844 "
18127,Porter County (IN),"164,465","17,078","$67,525 "
18129,Posey County (IN),"25,291","2,290","$65,617 "
18131,Pulaski County (IN),"12,303","1,538","$50,022 "
18133,Putnam County (IN),"32,590","3,921","$57,402 "
18135,Randolph County (IN),"24,471","3,739","$46,016 "
18137,Ripley County (IN),"27,885","3,053","$52,562 "
18139,Rush County (IN),"16,362","1,965","$51,113 "
18141,St. Joseph County (IN),"259,108","41,378","$52,188 "
18143,Scott County (IN),"23,442","3,814","$48,615 "
18145,Shelby County (IN),"43,488","3,666","$61,327 "
18147,Spencer County (IN),"20,113","2,086","$56,646 "
18149,Starke County (IN),"22,782","3,900","$46,940 "
18151,Steuben County (IN),"33,031","3,634","$55,184 "
18153,Sullivan County (IN),"18,500","2,710","$46,810 "
18155,Switzerland County (IN),"10,531","1,714","$47,478 "
18157,Tippecanoe County (IN),"175,953","31,692","$52,858 "
18159,Tipton County (IN),"14,892","1,331","$55,503 "
18161,Union County (IN),"7,113",758,"$48,206 "
18163,Vanderburgh County (IN),"174,404","30,495","$47,456 "
18165,Vermillion County (IN),"15,217","2,026","$46,330 "
18167,Vigo County (IN),"97,995","18,964","$42,497 "
18169,Wabash County (IN),"29,516","3,913","$50,177 "
18171,Warren County (IN),"8,062",807,"$58,045 "
18173,Warrick County (IN),"61,618","4,180","$75,727 "
18175,Washington County (IN),"27,412","3,707","$47,686 "
18177,Wayne County (IN),"63,399","10,521","$44,179 "
18179,Wells County (IN),"27,383","2,348","$55,221 "
18181,White County (IN),"23,758","2,501","$52,377 "
18183,Whitley County (IN),"33,198","2,822","$60,126 "
19000,Iowa,"3,044,666","328,629","$58,706 "
19001,Adair County (IA),"6,880",705,"$52,155 "
19003,Adams County (IA),"3,659",451,"$48,191 "
19005,Allamakee County (IA),"13,557","1,495","$49,445 "
19007,Appanoose County (IA),"12,198","2,060","$42,274 "
19009,Audubon County (IA),"5,449",584,"$51,484 "
19011,Benton County (IA),"25,316","1,977","$67,946 "
19013,Black Hawk County (IA),"127,176","19,469","$50,426 "
19015,Boone County (IA),"25,872","1,883","$60,558 "
19017,Bremer County (IA),"23,253","1,661","$64,213 "
19019,Buchanan County (IA),"20,889","1,880","$62,294 "
19021,Buena Vista County (IA),"19,138","2,458","$53,230 "
19023,Butler County (IA),"14,321","1,296","$58,386 "
19025,Calhoun County (IA),"9,067","1,120","$51,754 "
19027,Carroll County (IA),"19,920","1,822","$55,084 "
19029,Cass County (IA),"12,856","1,550","$49,281 "
19031,Cedar County (IA),"18,269","1,267","$63,430 "
19033,Cerro Gordo County (IA),"41,919","4,507","$54,454 "
19035,Cherokee County (IA),"10,934","1,048","$56,343 "
19037,Chickasaw County (IA),"11,912","1,130","$56,819 "
19039,Clarke County (IA),"9,219","1,012","$49,889 "
19041,Clay County (IA),"15,887","1,470","$53,615 "
19043,Clayton County (IA),"17,351","1,671","$54,740 "
19045,Clinton County (IA),"46,299","6,207","$50,729 "
19047,Crawford County (IA),"16,771","1,974","$53,806 "
19049,Dallas County (IA),"86,381","3,834","$90,133 "
19051,Davis County (IA),"8,842","1,072","$51,477 "
19053,Decatur County (IA),"7,225","1,233","$41,843 "
19055,Delaware County (IA),"16,914","1,571","$60,458 "
19057,Des Moines County (IA),"38,660","5,218","$50,773 "
19059,Dickinson County (IA),"16,999","1,268","$56,496 "
19061,Dubuque County (IA),"93,250","9,131","$60,936 "
19063,Emmet County (IA),"8,993",922,"$49,353 "
19065,Fayette County (IA),"18,925","2,540","$46,389 "
19067,Floyd County (IA),"15,464","1,827","$51,901 "
19069,Franklin County (IA),"9,972","1,108","$53,157 "
19071,Fremont County (IA),"6,806",833,"$52,616 "
19073,Greene County (IA),"8,882",922,"$52,459 "
19075,Grundy County (IA),"12,133",716,"$72,184 "
19077,Guthrie County (IA),"10,504",995,"$57,635 "
19079,Hamilton County (IA),"14,840","1,289","$57,106 "
19081,Hancock County (IA),"10,605",891,"$56,542 "
19083,Hardin County (IA),"16,227","1,856","$52,662 "
19085,Harrison County (IA),"13,858","1,390","$55,835 "
19087,Henry County (IA),"18,329","2,125","$53,670 "
19089,Howard County (IA),"9,046",910,"$53,046 "
19091,Humboldt County (IA),"9,400",888,"$57,197 "
19093,Ida County (IA),"6,720",614,"$55,732 "
19095,Iowa County (IA),"15,791","1,139","$64,091 "
19097,Jackson County (IA),"19,086","2,229","$53,539 "
19099,Jasper County (IA),"35,304","3,163","$56,134 "
19101,Jefferson County (IA),"16,876","2,358","$47,907 "
19103,Johnson County (IA),"140,639","21,574","$61,395 "
19105,Jones County (IA),"19,400","1,834","$58,689 "
19107,Keokuk County (IA),"10,000","1,154","$50,980 "
19109,Kossuth County (IA),"14,739","1,363","$55,491 "
19111,Lee County (IA),"32,847","4,621","$50,481 "
19113,Linn County (IA),"218,806","19,688","$63,754 "
19115,Louisa County (IA),"11,024","1,095","$56,067 "
19117,Lucas County (IA),"8,425","1,148","$46,169 "
19119,Lyon County (IA),"11,599",877,"$61,749 "
19121,Madison County (IA),"15,796","1,174","$66,012 "
19123,Mahaska County (IA),"21,570","2,809","$55,947 "
19125,Marion County (IA),"31,790","2,514","$61,175 "
19127,Marshall County (IA),"38,850","4,927","$50,495 "
19129,Mills County (IA),"14,590","1,349","$67,016 "
19131,Mitchell County (IA),"10,377",948,"$54,451 "
19133,Monona County (IA),"8,508",988,"$49,236 "
19135,Monroe County (IA),"7,698",839,"$52,047 "
19137,Montgomery County (IA),"9,916","1,239","$51,317 "
19139,Muscatine County (IA),"42,155","4,522","$59,042 "
19141,O'Brien County (IA),"13,520","1,040","$60,375 "
19143,Osceola County (IA),"5,932",597,"$56,459 "
19145,Page County (IA),"13,750","1,987","$47,994 "
19147,Palo Alto County (IA),"8,780",916,"$52,311 "
19149,Plymouth County (IA),"24,846","1,796","$67,056 "
19151,Pocahontas County (IA),"6,701",862,"$47,919 "
19153,Polk County (IA),"472,651","45,028","$66,112 "
19155,Pottawattamie County (IA),"91,104","9,661","$57,867 "
19157,Poweshiek County (IA),"16,706","1,916","$55,766 "
19159,Ringgold County (IA),"4,846",714,"$45,259 "
19161,Sac County (IA),"9,625",968,"$54,328 "
19163,Scott County (IA),"169,048","19,061","$59,461 "
19165,Shelby County (IA),"11,374",954,"$56,373 "
19167,Sioux County (IA),"32,476","2,301","$70,601 "
19169,Story County (IA),"85,976","14,508","$61,381 "
19171,Tama County (IA),"16,732","1,594","$52,685 "
19173,Taylor County (IA),"6,079",707,"$47,383 "
19175,Union County (IA),"12,062","1,759","$47,814 "
19177,Van Buren County (IA),"7,120","1,000","$47,667 "
19179,Wapello County (IA),"34,033","4,919","$46,981 "
19181,Warren County (IA),"48,500","2,950","$76,146 "
19183,Washington County (IA),"21,895","2,070","$59,903 "
19185,Wayne County (IA),"6,375","1,060","$45,384 "
19187,Webster County (IA),"33,872","5,071","$48,712 "
19189,Winnebago County (IA),"10,110",949,"$54,045 "
19191,Winneshiek County (IA),"18,077","1,621","$59,365 "
19193,Woodbury County (IA),"99,684","13,330","$54,528 "
19195,Worth County (IA),"7,359",628,"$55,404 "
19197,Wright County (IA),"12,555","1,259","$52,803 "
20000,Kansas,"2,827,374","335,371","$56,382 "
20001,Allen County (KS),"12,063","2,020","$42,957 "
20003,Anderson County (KS),"7,706","1,027","$46,595 "
20005,Atchison County (KS),"15,111","2,158","$45,941 "
20007,Barber County (KS),"4,535",554,"$47,948 "
20009,Barton County (KS),"25,733","4,027","$46,934 "
20011,Bourbon County (KS),"14,266","2,609","$41,847 "
20013,Brown County (KS),"9,540","1,431","$45,637 "
20015,Butler County (KS),"64,339","6,515","$65,561 "
20017,Chase County (KS),"2,528",282,"$47,436 "
20019,Chautauqua County (KS),"3,268",550,"$41,890 "
20021,Cherokee County (KS),"19,819","3,129","$42,469 "
20023,Cheyenne County (KS),"2,619",334,"$42,247 "
20025,Clark County (KS),"1,936",232,"$51,621 "
20027,Clay County (KS),"7,783",825,"$50,634 "
20029,Cloud County (KS),"8,512","1,074","$46,241 "
20031,Coffey County (KS),"8,075",824,"$57,021 "
20033,Comanche County (KS),"1,706",191,"$46,636 "
20035,Cowley County (KS),"33,274","5,867","$46,703 "
20037,Crawford County (KS),"37,108","7,021","$39,461 "
20039,Decatur County (KS),"2,784",404,"$42,077 "
20041,Dickinson County (KS),"18,508","1,829","$52,562 "
20043,Doniphan County (KS),"7,252","1,075","$48,553 "
20045,Douglas County (KS),"112,033","17,779","$56,007 "
20047,Edwards County (KS),"2,852",318,"$47,725 "
20049,Elk County (KS),"2,449",387,"$39,556 "
20051,Ellis County (KS),"27,595","4,199","$49,715 "
20053,Ellsworth County (KS),"5,342",613,"$51,355 "
20055,Finney County (KS),"36,423","4,794","$54,534 "
20057,Ford County (KS),"33,554","4,273","$50,080 "
20059,Franklin County (KS),"25,142","2,645","$55,330 "
20061,Geary County (KS),"32,864","3,931","$52,012 "
20063,Gove County (KS),"2,570",252,"$47,029 "
20065,Graham County (KS),"2,461",316,"$41,138 "
20067,Grant County (KS),"7,428",912,"$59,534 "
20069,Gray County (KS),"5,857",447,"$67,671 "
20071,Greeley County (KS),"1,222",132,"$48,647 "
20073,Greenwood County (KS),"6,001",921,"$40,741 "
20075,Hamilton County (KS),"2,630",343,"$47,454 "
20077,Harper County (KS),"5,433",787,"$44,594 "
20079,Harvey County (KS),"33,148","3,021","$55,470 "
20081,Haskell County (KS),"4,006",404,"$54,145 "
20083,Hodgeman County (KS),"1,820",196,"$51,962 "
20085,Jackson County (KS),"13,133","1,440","$49,779 "
20087,Jefferson County (KS),"18,670","1,584","$66,044 "
20089,Jewell County (KS),"2,814",361,"$43,234 "
20091,Johnson County (KS),"584,721","30,974","$83,516 "
20093,Kearny County (KS),"3,869",405,"$50,526 "
20095,Kingman County (KS),"7,140",863,"$50,081 "
20097,Kiowa County (KS),"2,331",271,"$44,374 "
20099,Labette County (KS),"19,727","3,027","$46,819 "
20101,Lane County (KS),"1,547",158,"$55,083 "
20103,Leavenworth County (KS),"74,659","5,490","$70,740 "
20105,Lincoln County (KS),"2,976",351,"$43,865 "
20107,Linn County (KS),"9,620","1,355","$47,300 "
20109,Logan County (KS),"2,762",269,"$48,024 "
20111,Lyon County (KS),"31,885","5,055","$47,279 "
20113,McPherson County (KS),"27,689","2,341","$55,686 "
20115,Marion County (KS),"11,238","1,225","$49,980 "
20117,Marshall County (KS),"9,556","1,032","$49,466 "
20119,Meade County (KS),"4,172",412,"$56,397 "
20121,Miami County (KS),"32,743","2,403","$69,327 "
20123,Mitchell County (KS),"5,849",700,"$43,743 "
20125,Montgomery County (KS),"31,258","5,266","$45,808 "
20127,Morris County (KS),"5,370",601,"$49,561 "
20129,Morton County (KS),"2,647",289,"$50,698 "
20131,Nemaha County (KS),"9,841",810,"$58,729 "
20133,Neosho County (KS),"15,461","2,389","$44,073 "
20135,Ness County (KS),"2,788",309,"$49,258 "
20137,Norton County (KS),"4,612",566,"$47,697 "
20139,Osage County (KS),"15,513","1,812","$53,537 "
20141,Osborne County (KS),"3,492",437,"$42,832 "
20143,Ottawa County (KS),"5,737",652,"$46,585 "
20145,Pawnee County (KS),"5,650",737,"$47,677 "
20147,Phillips County (KS),"5,273",612,"$47,196 "
20149,Pottawatomie County (KS),"23,601","2,312","$65,956 "
20151,Pratt County (KS),"9,145","1,026","$56,540 "
20153,Rawlins County (KS),"2,448",291,"$44,596 "
20155,Reno County (KS),"59,195","7,927","$48,588 "
20157,Republic County (KS),"4,577",535,"$44,247 "
20159,Rice County (KS),"8,969","1,104","$51,102 "
20161,Riley County (KS),"64,083","13,072","$50,212 "
20163,Rooks County (KS),"4,956",539,"$44,086 "
